Au(110),,Au(111),,Au(100),
E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2)
-0.57834,-0.44722,-0.52249,-0.03392,-0.42606,-0.00756
-0.57734,-0.4349,-0.52149,-0.03334,-0.42504,-0.0075
-0.57634,-0.42523,-0.52048,-0.03285,-0.42405,-0.00739
-0.57533,-0.41949,-0.5195,-0.03249,-0.42306,-0.00732
-0.57434,-0.40915,-0.51849,-0.03181,-0.42206,-0.00712
-0.57333,-0.39923,-0.5175,-0.0314,-0.42105,-0.00709
-0.57232,-0.39046,-0.51649,-0.03092,-0.42005,-0.00703
-0.57135,-0.38398,-0.51549,-0.03043,-0.41905,-0.00695
-0.57033,-0.37421,-0.5145,-0.02999,-0.41807,-0.00684
-0.56933,-0.36397,-0.51352,-0.02954,-0.41705,-0.00676
-0.56834,-0.35746,-0.5125,-0.02897,-0.41605,-0.00669
-0.56732,-0.34969,-0.51149,-0.02868,-0.41504,-0.00659
-0.56633,-0.34007,-0.51052,-0.02824,-0.41405,-0.00651
-0.56532,-0.33144,-0.5095,-0.02769,-0.41304,-0.00642
-0.56436,-0.32552,-0.50852,-0.02734,-0.41204,-0.00639
-0.56335,-0.31717,-0.50752,-0.02695,-0.41105,-0.00627
-0.56234,-0.30819,-0.5065,-0.02655,-0.41005,-0.00622
-0.56133,-0.30141,-0.50551,-0.02611,-0.40906,-0.00614
-0.56033,-0.29511,-0.50452,-0.02572,-0.40805,-0.00607
-0.55932,-0.28654,-0.5035,-0.02534,-0.40705,-0.00589
-0.55834,-0.27875,-0.50249,-0.02491,-0.40605,-0.00589
-0.55733,-0.27303,-0.50151,-0.02452,-0.40507,-0.00584
-0.55632,-0.26604,-0.50048,-0.02417,-0.40407,-0.00578
-0.55533,-0.25813,-0.49949,-0.02368,-0.40306,-0.00568
-0.55433,-0.25146,-0.4985,-0.02347,-0.40206,-0.00563
-0.55333,-0.24587,-0.49752,-0.02307,-0.40108,-0.0056
-0.55233,-0.23878,-0.49651,-0.02271,-0.40008,-0.00551
-0.55133,-0.23179,-0.49552,-0.02229,-0.39907,-0.00544
-0.55034,-0.22652,-0.49452,-0.02206,-0.39807,-0.00539
-0.54932,-0.22059,-0.49349,-0.02171,-0.39706,-0.00536
-0.5483,-0.21397,-0.49251,-0.02138,-0.39606,-0.00526
-0.54735,-0.2078,-0.49151,-0.02105,-0.39508,-0.00522
-0.54632,-0.20288,-0.4905,-0.02068,-0.39406,-0.00516
-0.54534,-0.19695,-0.48952,-0.02048,-0.39307,-0.00513
-0.54434,-0.19073,-0.48853,-0.02013,-0.39208,-0.00504
-0.54334,-0.18596,-0.4875,-0.01985,-0.39108,-0.00499
-0.54231,-0.18074,-0.48651,-0.0196,-0.39008,-0.00497
-0.54132,-0.17531,-0.48552,-0.01928,-0.38909,-0.0049
-0.54034,-0.16991,-0.48451,-0.01898,-0.38805,-0.00483
-0.53933,-0.16553,-0.48349,-0.01875,-0.38704,-0.00468
-0.53832,-0.16074,-0.4825,-0.01844,-0.38605,-0.00477
-0.5373,-0.15542,-0.48148,-0.01824,-0.38506,-0.0047
-0.53631,-0.15125,-0.4805,-0.01793,-0.38407,-0.00466
-0.53532,-0.14706,-0.47951,-0.01768,-0.38305,-0.00461
-0.53433,-0.14244,-0.47848,-0.01744,-0.38206,-0.00458
-0.53332,-0.13797,-0.47748,-0.01725,-0.38105,-0.00452
-0.53233,-0.13404,-0.4765,-0.01696,-0.38006,-0.00449
-0.53132,-0.13024,-0.47549,-0.01665,-0.37906,-0.00445
-0.53031,-0.12598,-0.47451,-0.01644,-0.37806,-0.00442
-0.5293,-0.12208,-0.47352,-0.01625,-0.37705,-0.00436
-0.52832,-0.11879,-0.4725,-0.01601,-0.37605,-0.00432
-0.52729,-0.11494,-0.47151,-0.01576,-0.37506,-0.0043
-0.52629,-0.11121,-0.4705,-0.01546,-0.37406,-0.00425
-0.52531,-0.10785,-0.46949,-0.01531,-0.37306,-0.00421
-0.52432,-0.10483,-0.46849,-0.01514,-0.37207,-0.00417
-0.52329,-0.1014,-0.4675,-0.01487,-0.37106,-0.00417
-0.52228,-0.09802,-0.46648,-0.01467,-0.37008,-0.00411
-0.52129,-0.09525,-0.4655,-0.01447,-0.36906,-0.00409
-0.52029,-0.09241,-0.46449,-0.01431,-0.36805,-0.00403
-0.51929,-0.08931,-0.46349,-0.01397,-0.36708,-0.00402
-0.51753,-0.08477,-0.4625,-0.01385,-0.36608,-0.00397
-0.51577,-0.07988,-0.46149,-0.01367,-0.36505,-0.00392
-0.51477,-0.07731,-0.4605,-0.01353,-0.36407,-0.00391
-0.51378,-0.07513,-0.45951,-0.01331,-0.36305,-0.00386
-0.51277,-0.07268,-0.4585,-0.01315,-0.36207,-0.00382
-0.51178,-0.0704,-0.45749,-0.01296,-0.36106,-0.00378
-0.51079,-0.06822,-0.45649,-0.01277,-0.36004,-0.00377
-0.50978,-0.06623,-0.4555,-0.01262,-0.35906,-0.00372
-0.50877,-0.06409,-0.4545,-0.01246,-0.35805,-0.00368
-0.50779,-0.06205,-0.45347,-0.01231,-0.35708,-0.00364
-0.50678,-0.06025,-0.45251,-0.0122,-0.35609,-0.00365
-0.50576,-0.05834,-0.4515,-0.01204,-0.35505,-0.00349
-0.50477,-0.05653,-0.45049,-0.01187,-0.35406,-0.00356
-0.50377,-0.05484,-0.44949,-0.01174,-0.35306,-0.00352
-0.50279,-0.05328,-0.44849,-0.01164,-0.35208,-0.0035
-0.50179,-0.05159,-0.44749,-0.01147,-0.35108,-0.00346
-0.50077,-0.04996,-0.4465,-0.01132,-0.35006,-0.00343
-0.49978,-0.04855,-0.44548,-0.01119,-0.34905,-0.00341
-0.49877,-0.04718,-0.44447,-0.01109,-0.34807,-0.00338
-0.49778,-0.04575,-0.4435,-0.01098,-0.34707,-0.00334
-0.49679,-0.04432,-0.44251,-0.0108,-0.34607,-0.00331
-0.49579,-0.04313,-0.4415,-0.01069,-0.34505,-0.00329
-0.4948,-0.04183,-0.44051,-0.01058,-0.34405,-0.00325
-0.49378,-0.04065,-0.43951,-0.01049,-0.34305,-0.00322
-0.49279,-0.03952,-0.43848,-0.01034,-0.34205,-0.00321
-0.49178,-0.03838,-0.43751,-0.01023,-0.34106,-0.0032
-0.49079,-0.03734,-0.43651,-0.01012,-0.34005,-0.00316
-0.48981,-0.03627,-0.4355,-0.00998,-0.33905,-0.00316
-0.4888,-0.03523,-0.4345,-0.00991,-0.33808,-0.00313
-0.4878,-0.03438,-0.43351,-0.00982,-0.33704,-0.00311
-0.48678,-0.03325,-0.43251,-0.00971,-0.33603,-0.00307
-0.48579,-0.03246,-0.43149,-0.00966,-0.33505,-0.00304
-0.48478,-0.03161,-0.43051,-0.00955,-0.33405,-0.00304
-0.48377,-0.03068,-0.42951,-0.00943,-0.33305,-0.00299
-0.48279,-0.02991,-0.42851,-0.00935,-0.33206,-0.00297
-0.48178,-0.02912,-0.42751,-0.0093,-0.33106,-0.00293
-0.48079,-0.02842,-0.42651,-0.00919,-0.33006,-0.00292
-0.47977,-0.02767,-0.4255,-0.00907,-0.32907,-0.00288
-0.47879,-0.02698,-0.42449,-0.00899,-0.32806,-0.00285
-0.47779,-0.02641,-0.4235,-0.00892,-0.32707,-0.00282
-0.4768,-0.02563,-0.42248,-0.00886,-0.32605,-0.00281
-0.47579,-0.02508,-0.42149,-0.00864,-0.32505,-0.00276
-0.47478,-0.02455,-0.4205,-0.00863,-0.32406,-0.00274
-0.47379,-0.02389,-0.41949,-0.00857,-0.32305,-0.00271
-0.47278,-0.0234,-0.41849,-0.00851,-0.32207,-0.00269
-0.47178,-0.02277,-0.4175,-0.00839,-0.32104,-0.00267
-0.47078,-0.02236,-0.41649,-0.00833,-0.32004,-0.00264
-0.46977,-0.02188,-0.4155,-0.00824,-0.31906,-0.00264
-0.46876,-0.02127,-0.4137,-0.00818,-0.31807,-0.0026
-0.46776,-0.0209,-0.41199,-0.00796,-0.31706,-0.00257
-0.46678,-0.02052,-0.41097,-0.00795,-0.31605,-0.00255
-0.46577,-0.02006,-0.40999,-0.00789,-0.31507,-0.00256
-0.46475,-0.01954,-0.40897,-0.00777,-0.31404,-0.00242
-0.46378,-0.01927,-0.40798,-0.00772,-0.31308,-0.00249
-0.46276,-0.0189,-0.40698,-0.00755,-0.31207,-0.00246
-0.46177,-0.01853,-0.40598,-0.00761,-0.31105,-0.00246
-0.46077,-0.01803,-0.40498,-0.0075,-0.31005,-0.00243
-0.45977,-0.01783,-0.40398,-0.00743,-0.30907,-0.00241
-0.45878,-0.01751,-0.40296,-0.00739,-0.30804,-0.00241
-0.45776,-0.01717,-0.40198,-0.00736,-0.30707,-0.00239
-0.45676,-0.01681,-0.401,-0.00728,-0.30606,-0.00238
-0.45576,-0.01659,-0.39998,-0.00723,-0.30503,-0.00234
-0.45476,-0.01629,-0.39899,-0.00719,-0.30406,-0.00234
-0.45377,-0.01604,-0.39798,-0.00716,-0.30305,-0.00229
-0.45275,-0.01582,-0.39698,-0.00713,-0.30204,-0.00228
-0.45177,-0.01558,-0.39598,-0.00705,-0.30105,-0.00225
-0.45076,-0.0152,-0.39495,-0.00702,-0.30004,-0.00224
-0.44973,-0.01507,-0.39398,-0.007,-0.29905,-0.0022
-0.44874,-0.01488,-0.39297,-0.00695,-0.29805,-0.00219
-0.44773,-0.01466,-0.39198,-0.00688,-0.29706,-0.00216
-0.44674,-0.01446,-0.39096,-0.00686,-0.29606,-0.00214
-0.44574,-0.01431,-0.38996,-0.0068,-0.29505,-0.0021
-0.44474,-0.01415,-0.38898,-0.00683,-0.29407,-0.00209
-0.44372,-0.0139,-0.38798,-0.00674,-0.29306,-0.00208
-0.44275,-0.01378,-0.38697,-0.00672,-0.29207,-0.00204
-0.44172,-0.01365,-0.38597,-0.00669,-0.29107,-0.00203
-0.44071,-0.01345,-0.38496,-0.0067,-0.29005,-0.002
-0.43973,-0.01329,-0.38398,-0.00661,-0.28907,-0.00199
-0.43873,-0.01315,-0.38297,-0.00648,-0.28806,-0.00195
-0.43774,-0.01303,-0.38197,-0.00651,-0.28706,-0.00193
-0.43675,-0.01284,-0.38095,-0.0065,-0.28605,-0.00191
-0.43575,-0.0127,-0.37995,-0.00644,-0.28505,-0.0019
-0.43473,-0.0126,-0.37896,-0.00637,-0.28405,-0.00187
-0.43373,-0.01237,-0.37795,-0.00634,-0.28306,-0.00187
-0.43274,-0.01229,-0.37695,-0.00631,-0.28205,-0.00184
-0.43175,-0.01217,-0.37595,-0.00628,-0.28104,-0.00183
-0.43075,-0.01208,-0.37495,-0.00621,-0.28005,-0.0018
-0.42976,-0.01194,-0.37396,-0.00619,-0.27905,-0.00177
-0.42874,-0.01184,-0.37296,-0.00616,-0.27806,-0.00177
-0.42775,-0.01176,-0.37196,-0.00614,-0.27703,-0.00172
-0.42674,-0.01165,-0.37093,-0.00607,-0.27605,-0.00171
-0.42574,-0.01153,-0.36995,-0.00605,-0.27505,-0.00169
-0.42474,-0.01144,-0.36895,-0.00599,-0.27407,-0.00168
-0.42371,-0.01138,-0.36794,-0.006,-0.27306,-0.00165
-0.42273,-0.01129,-0.36693,-0.00592,-0.27207,-0.00164
-0.42176,-0.0112,-0.36595,-0.00589,-0.27105,-0.00162
-0.42072,-0.01103,-0.36494,-0.00587,-0.27005,-0.0016
-0.41974,-0.01105,-0.36394,-0.00587,-0.26907,-0.00158
-0.41874,-0.01096,-0.36292,-0.00582,-0.26805,-0.00156
-0.41772,-0.01089,-0.36195,-0.0058,-0.26706,-0.00155
-0.41673,-0.01085,-0.36095,-0.00578,-0.26604,-0.00152
-0.41572,-0.01076,-0.35994,-0.00578,-0.26506,-0.00151
-0.41473,-0.01071,-0.35896,-0.00574,-0.26407,-0.00139
-0.41373,-0.01064,-0.35795,-0.00568,-0.26306,-0.00145
-0.41274,-0.01061,-0.35694,-0.00566,-0.26206,-0.00143
-0.41175,-0.01055,-0.35595,-0.00563,-0.26105,-0.0014
-0.41073,-0.01047,-0.35494,-0.00559,-0.26006,-0.0014
-0.40974,-0.01045,-0.35395,-0.00552,-0.25905,-0.00136
-0.40873,-0.01039,-0.35296,-0.0055,-0.25806,-0.00134
-0.40772,-0.01033,-0.35196,-0.00539,-0.25705,-0.00133
-0.40674,-0.01028,-0.35096,-0.00544,-0.25607,-0.0013
-0.40572,-0.01026,-0.34995,-0.00536,-0.25506,-0.00129
-0.40473,-0.01021,-0.34896,-0.00532,-0.25405,-0.00126
-0.40374,-0.01014,-0.34794,-0.00529,-0.25305,-0.00126
-0.40274,-0.0101,-0.34693,-0.00529,-0.25206,-0.00124
-0.40174,-0.01007,-0.34595,-0.00521,-0.25107,-0.00121
-0.40074,-0.01,-0.34496,-0.00519,-0.25006,-0.0012
-0.39973,-0.00994,-0.34396,-0.00515,-0.24905,-0.00119
-0.39873,-0.00991,-0.34295,-0.00515,-0.24807,-0.00118
-0.39772,-0.00975,-0.34194,-0.00509,-0.24706,-0.00115
-0.39672,-0.00979,-0.34095,-0.00506,-0.24607,-0.00113
-0.39573,-0.00976,-0.33997,-0.00504,-0.24506,-0.00113
-0.39472,-0.00972,-0.33897,-0.00502,-0.24407,-0.00109
-0.39374,-0.00966,-0.33797,-0.00499,-0.24307,-0.00108
-0.39273,-0.00962,-0.33695,-0.00494,-0.24207,-0.00106
-0.39172,-0.00959,-0.33592,-0.00492,-0.24106,-0.00102
-0.3907,-0.00956,-0.33494,-0.00491,-0.24007,-0.00101
-0.38973,-0.00949,-0.33395,-0.0049,-0.23908,-9.90E-04
-0.38873,-0.00944,-0.33293,-0.00485,-0.23807,-9.66E-04
-0.38772,-0.00943,-0.33194,-0.00483,-0.23707,-9.56E-04
-0.38587,-0.00893,-0.33094,-0.00481,-0.23605,-9.32E-04
-0.3842,-0.00928,-0.32994,-0.00481,-0.23505,-9.01E-04
-0.38319,-0.00925,-0.32894,-0.00477,-0.23405,-8.98E-04
-0.38222,-0.00921,-0.32792,-0.00474,-0.23305,-8.78E-04
-0.3812,-0.00919,-0.32694,-0.00473,-0.23206,-8.68E-04
-0.3802,-0.00916,-0.32592,-0.00473,-0.23106,-8.51E-04
-0.37922,-0.00912,-0.32494,-0.00468,-0.22927,-9.95E-04
-0.37821,-0.00907,-0.32393,-0.00467,-0.22768,-8.84E-04
-0.37722,-0.00907,-0.32293,-0.00465,-0.22646,-7.19E-04
-0.37619,-0.00903,-0.32194,-0.00467,-0.22562,-8.39E-04
-0.37518,-0.00898,-0.32095,-0.00462,-0.22452,-7.09E-04
-0.3742,-0.00893,-0.31995,-0.00461,-0.22357,-7.82E-04
-0.3732,-0.00892,-0.31894,-0.00459,-0.22254,-7.10E-04
-0.37219,-0.00886,-0.31793,-0.00458,-0.22155,-7.27E-04
-0.37119,-0.00882,-0.31694,-0.00454,-0.22056,-6.91E-04
-0.3702,-0.00879,-0.31594,-0.00444,-0.21954,-6.96E-04
-0.36919,-0.00875,-0.31495,-0.00448,-0.21854,-6.71E-04
-0.36818,-0.0087,-0.31393,-0.00447,-0.21755,-6.58E-04
-0.36718,-0.00864,-0.31294,-0.00444,-0.21656,-6.38E-04
-0.36618,-0.00864,-0.31194,-0.0044,-0.21559,-6.33E-04
-0.3652,-0.00859,-0.31094,-0.00437,-0.21457,-6.10E-04
-0.36418,-0.00854,-0.30995,-0.00436,-0.21358,-5.95E-04
-0.36318,-0.00851,-0.30894,-0.00434,-0.21254,-5.81E-04
-0.3622,-0.00849,-0.30794,-0.00429,-0.21156,-5.77E-04
-0.3612,-0.00845,-0.30694,-0.00427,-0.21055,-5.66E-04
-0.36021,-0.00839,-0.30595,-0.00424,-0.20955,-5.41E-04
-0.35921,-0.00839,-0.30494,-0.00424,-0.20857,-5.30E-04
-0.35821,-0.00835,-0.30395,-0.00417,-0.20754,-5.28E-04
-0.35722,-0.00829,-0.30293,-0.00414,-0.20657,-3.84E-04
-0.35621,-0.00828,-0.30195,-0.00411,-0.20553,-5.50E-04
-0.3552,-0.00825,-0.30093,-0.00409,-0.20458,-4.40E-04
-0.35419,-0.00823,-0.29994,-0.00404,-0.20354,-4.82E-04
-0.35322,-0.00819,-0.29895,-0.004,-0.20256,-4.43E-04
-0.35221,-0.00819,-0.29793,-0.00396,-0.20156,-4.36E-04
-0.3512,-0.00816,-0.29694,-0.00396,-0.20056,-4.16E-04
-0.35022,-0.00812,-0.29594,-0.0039,-0.19956,-4.19E-04
-0.3492,-0.00807,-0.29493,-0.00388,-0.19855,-4.03E-04
-0.34819,-0.00804,-0.29393,-0.00385,-0.19754,-3.95E-04
-0.34721,-0.00802,-0.29294,-0.00385,-0.19656,-3.82E-04
-0.34619,-0.00797,-0.29194,-0.00379,-0.19556,-3.69E-04
-0.34519,-0.00792,-0.29093,-0.00376,-0.19453,-3.45E-04
-0.34422,-0.00792,-0.28993,-0.00372,-0.19354,-3.51E-04
-0.34319,-0.00786,-0.28893,-0.00371,-0.19254,-3.31E-04
-0.34221,-0.00782,-0.28793,-0.00366,-0.19156,-3.16E-04
-0.34121,-0.00779,-0.28694,-0.00362,-0.19056,-2.96E-04
-0.34022,-0.00776,-0.28594,-0.00359,-0.18953,-2.78E-04
-0.3392,-0.00773,-0.28492,-0.00356,-0.18856,-2.76E-04
-0.33821,-0.00769,-0.28394,-0.00354,-0.18754,-2.46E-04
-0.3372,-0.00768,-0.28293,-0.00348,-0.18656,-2.42E-04
-0.3362,-0.00763,-0.28194,-0.00345,-0.18553,-2.12E-04
-0.33521,-0.00761,-0.28093,-0.00342,-0.18454,-2.23E-04
-0.3342,-0.0076,-0.27995,-0.00341,-0.18353,-1.80E-04
-0.3332,-0.0076,-0.27894,-0.00335,-0.18254,-1.97E-04
-0.33218,-0.00758,-0.27793,-0.00325,-0.18152,-1.65E-04
-0.33121,-0.00753,-0.27694,-0.00329,-0.18054,-1.69E-04
-0.33019,-0.00744,-0.27595,-0.00328,-0.17955,-1.51E-04
-0.32918,-0.00749,-0.27493,-0.00321,-0.17853,-1.35E-04
-0.32818,-0.00745,-0.27395,-0.0032,-0.17753,-1.42E-04
-0.32718,-0.00741,-0.27294,-0.00316,-0.17656,-1.15E-04
-0.32619,-0.0074,-0.27195,-0.00317,-0.17555,-1.17E-04
-0.3252,-0.00736,-0.27094,-0.00313,-0.17454,-9.36E-05
-0.3242,-0.0073,-0.26994,-0.0031,-0.17357,-9.79E-05
-0.3232,-0.00728,-0.26892,-0.00308,-0.17256,-6.33E-05
-0.32219,-0.00726,-0.26794,-0.00308,-0.17155,-6.71E-05
-0.32121,-0.00721,-0.26695,-0.00304,-0.17054,-5.04E-05
-0.3202,-0.00717,-0.26596,-0.00302,-0.16952,-4.44E-05
-0.31919,-0.00715,-0.26493,-0.00299,-0.16781,-2.49E-05
-0.3182,-0.00712,-0.26393,-0.00298,-0.16604,-2.16E-05
-0.31719,-0.00707,-0.26293,-0.00295,-0.16506,-1.23E-05
-0.31618,-0.00704,-0.26195,-0.00291,-0.16404,-1.99E-06
-0.3152,-0.00703,-0.26094,-0.00289,-0.16305,-7.92E-06
-0.3142,-0.00699,-0.25993,-0.00286,-0.16207,1.42E-05
-0.31319,-0.00694,-0.25895,-0.00283,-0.16106,2.97E-05
-0.31219,-0.00692,-0.25794,-0.00279,-0.16002,4.81E-05
-0.3112,-0.00689,-0.25695,-0.00276,-0.15905,3.49E-05
-0.3102,-0.00684,-0.25595,-0.00273,-0.15804,7.35E-05
-0.30922,-0.00681,-0.25495,-0.00274,-0.15705,6.98E-05
-0.30821,-0.00678,-0.25395,-0.00267,-0.15604,7.85E-05
-0.3072,-0.00675,-0.25295,-0.00266,-0.15506,8.52E-05
-0.30622,-0.0067,-0.25195,-0.00262,-0.15403,1.06E-04
-0.3052,-0.00666,-0.25095,-0.0026,-0.15305,9.59E-05
-0.30419,-0.00667,-0.24993,-0.00255,-0.15204,1.29E-04
-0.30319,-0.00661,-0.24894,-0.00251,-0.15106,1.16E-04
-0.3022,-0.00658,-0.24794,-0.00246,-0.15005,1.35E-04
-0.30121,-0.00657,-0.24693,-0.00245,-0.14905,1.36E-04
-0.30022,-0.00652,-0.24595,-0.0024,-0.14806,1.49E-04
-0.2992,-0.00649,-0.24494,-0.00237,-0.14705,1.44E-04
-0.29821,-0.00646,-0.24394,-0.00235,-0.14606,1.59E-04
-0.29721,-0.00645,-0.24293,-0.00232,-0.14505,1.61E-04
-0.2962,-0.00642,-0.24194,-0.00229,-0.14394,1.72E-04
-0.29519,-0.00637,-0.24095,-0.00226,-0.14285,1.78E-04
-0.29419,-0.00635,-0.23994,-0.00223,-0.14184,1.90E-04
-0.29318,-0.00635,-0.23894,-0.00222,-0.14086,1.85E-04
-0.29221,-0.00631,-0.23795,-0.0021,-0.13985,2.01E-04
-0.29119,-0.00629,-0.23697,-0.00214,-0.13885,2.07E-04
-0.2902,-0.00627,-0.23595,-0.00213,-0.13784,2.15E-04
-0.28917,-0.00615,-0.23494,-0.00211,-0.13685,2.10E-04
-0.28818,-0.0062,-0.23397,-0.00211,-0.13587,2.28E-04
-0.28721,-0.0062,-0.23296,-0.00208,-0.13485,2.28E-04
-0.2862,-0.00619,-0.23195,-0.00206,-0.13386,2.43E-04
-0.28519,-0.00615,-0.23097,-0.00205,-0.13286,2.39E-04
-0.28419,-0.00613,-0.22995,-0.00205,-0.13186,2.60E-04
-0.28317,-0.00612,-0.22895,-0.00201,-0.13086,2.43E-04
-0.2822,-0.00612,-0.22797,-0.002,-0.12984,2.69E-04
-0.28119,-0.00609,-0.22695,-0.00198,-0.12885,2.66E-04
-0.28021,-0.00606,-0.22593,-0.00197,-0.12786,3.78E-04
-0.27919,-0.00605,-0.22496,-0.00194,-0.12683,2.56E-04
-0.2782,-0.00601,-0.22395,-0.00192,-0.12585,3.12E-04
-0.27721,-0.00597,-0.22296,-0.00189,-0.12484,2.71E-04
-0.2762,-0.00594,-0.22194,-0.00187,-0.12386,3.09E-04
-0.27519,-0.00592,-0.22093,-0.00184,-0.12285,2.98E-04
-0.27421,-0.00588,-0.21992,-0.00181,-0.12186,3.10E-04
-0.27318,-0.00583,-0.21895,-0.00179,-0.12085,3.06E-04
-0.27219,-0.00584,-0.21794,-0.00178,-0.11986,3.12E-04
-0.27119,-0.00578,-0.21695,-0.00174,-0.11886,3.17E-04
-0.27019,-0.00576,-0.21595,-0.00172,-0.11785,3.13E-04
-0.2692,-0.00576,-0.21494,-0.00168,-0.11684,3.24E-04
-0.26818,-0.00572,-0.21395,-0.00167,-0.11587,3.21E-04
-0.26721,-0.00569,-0.21295,-0.00164,-0.11485,3.36E-04
-0.26619,-0.00567,-0.21195,-0.00161,-0.11386,3.34E-04
-0.26519,-0.00564,-0.21093,-0.00159,-0.11286,3.42E-04
-0.26418,-0.00562,-0.20993,-0.00157,-0.11186,3.46E-04
-0.26318,-0.00558,-0.20895,-0.00155,-0.11085,3.54E-04
-0.26221,-0.00555,-0.20795,-0.00152,-0.10986,3.55E-04
-0.26121,-0.00554,-0.20694,-0.0015,-0.10884,3.60E-04
-0.26019,-0.00549,-0.20593,-0.00148,-0.10786,3.66E-04
-0.25921,-0.00545,-0.20494,-0.00146,-0.10685,3.73E-04
-0.25821,-0.00543,-0.20396,-0.00144,-0.10584,3.80E-04
-0.25721,-0.00541,-0.20293,-0.00141,-0.10485,3.87E-04
-0.25621,-0.00536,-0.20195,-0.00139,-0.10386,3.84E-04
-0.25519,-0.00533,-0.20093,-0.00137,-0.10283,3.92E-04
-0.2542,-0.00529,-0.19993,-0.00134,-0.10185,4.03E-04
-0.25318,-0.00527,-0.19895,-0.00132,-0.10086,4.08E-04
-0.2522,-0.00521,-0.19795,-0.0013,-0.09986,4.11E-04
-0.2512,-0.00519,-0.19694,-0.00129,-0.09887,4.24E-04
-0.25019,-0.00516,-0.19595,-0.00126,-0.09788,4.18E-04
-0.24919,-0.00512,-0.19495,-0.00123,-0.09685,4.36E-04
-0.24819,-0.00508,-0.19394,-0.00122,-0.09586,4.29E-04
-0.2472,-0.00504,-0.19295,-0.00121,-0.09486,4.45E-04
-0.24619,-0.0049,-0.19192,-0.00117,-0.09385,4.46E-04
-0.24519,-0.00497,-0.19095,-0.00115,-0.09288,4.50E-04
-0.24419,-0.00491,-0.18995,-0.00106,-0.09187,4.61E-04
-0.2432,-0.00489,-0.18895,-0.00111,-0.09087,4.55E-04
-0.24222,-0.00485,-0.18795,-0.00108,-0.08987,4.76E-04
-0.2412,-0.00482,-0.18694,-0.00107,-0.08887,4.67E-04
-0.2402,-0.00479,-0.18594,-0.00104,-0.08786,4.76E-04
-0.23919,-0.00477,-0.18494,-0.00103,-0.08685,4.80E-04
-0.2382,-0.00471,-0.18396,-0.00101,-0.08585,4.82E-04
-0.23719,-0.00468,-0.18296,-9.87E-04,-0.08485,4.88E-04
-0.23621,-0.00466,-0.18193,-9.82E-04,-0.08387,4.88E-04
-0.23519,-0.00462,-0.18094,-9.57E-04,-0.08286,5.00E-04
-0.23418,-0.00459,-0.17994,-9.50E-04,-0.08187,4.95E-04
-0.2332,-0.00456,-0.17896,-9.34E-04,-0.08084,5.13E-04
-0.23219,-0.00454,-0.17795,-9.05E-04,-0.07984,5.06E-04
-0.2312,-0.0045,-0.17694,-8.99E-04,-0.07886,5.18E-04
-0.2302,-0.00447,-0.17594,-8.83E-04,-0.07784,5.13E-04
-0.22918,-0.00445,-0.17494,-8.71E-04,-0.07685,5.21E-04
-0.22821,-0.00443,-0.17395,-8.51E-04,-0.07586,5.20E-04
-0.2272,-0.00439,-0.17295,-8.41E-04,-0.07486,5.39E-04
-0.22621,-0.00437,-0.17118,-0.00107,-0.07385,5.29E-04
-0.22522,-0.00435,-0.16939,-5.76E-04,-0.07286,5.35E-04
-0.22419,-0.00432,-0.16847,-9.53E-04,-0.07185,5.46E-04
-0.22321,-0.00429,-0.16743,-6.78E-04,-0.07084,5.53E-04
-0.22219,-0.00428,-0.16645,-8.43E-04,-0.06986,5.46E-04
-0.2212,-0.00426,-0.16544,-7.09E-04,-0.06886,5.62E-04
-0.22018,-0.00423,-0.16445,-7.71E-04,-0.06786,5.60E-04
-0.21919,-0.00421,-0.16345,-7.17E-04,-0.06684,5.71E-04
-0.21819,-0.00421,-0.16245,-7.21E-04,-0.06583,5.70E-04
-0.2172,-0.00418,-0.16146,-7.11E-04,-0.06485,5.69E-04
-0.21618,-0.00414,-0.16046,-7.04E-04,-0.06383,5.73E-04
-0.21519,-0.00412,-0.15945,-6.80E-04,-0.06286,5.80E-04
-0.2142,-0.00409,-0.15845,-6.80E-04,-0.06186,5.81E-04
-0.2132,-0.00406,-0.15745,-6.75E-04,-0.06086,5.87E-04
-0.2122,-0.00402,-0.15645,-6.46E-04,-0.05986,5.87E-04
-0.21118,-0.004,-0.15544,-6.49E-04,-0.05884,5.92E-04
-0.2102,-0.00397,-0.15447,-6.29E-04,-0.05786,5.86E-04
-0.2092,-0.00392,-0.15345,-6.20E-04,-0.05685,6.06E-04
-0.20821,-0.00389,-0.15246,-6.16E-04,-0.05587,5.96E-04
-0.20721,-0.00388,-0.15146,-5.91E-04,-0.05483,6.08E-04
-0.2062,-0.00383,-0.15047,-5.87E-04,-0.05385,5.95E-04
-0.20519,-0.00381,-0.14947,-5.82E-04,-0.05285,6.18E-04
-0.20422,-0.00378,-0.14846,-5.65E-04,-0.05184,5.97E-04
-0.20323,-0.00361,-0.14747,-5.65E-04,-0.05084,6.13E-04
-0.20223,-0.00372,-0.14646,-5.47E-04,-0.04984,6.11E-04
-0.2012,-0.00369,-0.14548,-5.44E-04,-0.04883,6.12E-04
-0.2002,-0.00366,-0.14444,-5.29E-04,-0.04784,6.22E-04
-0.19922,-0.00364,-0.14344,-5.31E-04,-0.04683,6.08E-04
