Ar,sat,pCO2(atm),0.1,pCO2(atm),0.2,pCO2(atm),0.3,pCO2(atm),0.5,pCO2(atm),0.6,pCO2(atm),1
pH,9.3,pH,7.76,pH,7.41,pH,7.29,pH,7.08,pH,7,pH,6.81
E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2)
0.2804,0.0052,0.1768,0.08536,0.11277,0.14226,0.162,0.19419,0.05829,0.10591,0.15248,0.24443,-0.86273,-0.49521
0.2844,0.00518,0.18082,0.08408,0.11679,0.14362,0.16676,0.19978,0.06229,0.10882,0.15648,0.25267,-0.86367,-0.5042
0.28839,0.00516,0.1848,0.08269,0.12079,0.14505,0.17152,0.20543,0.06629,0.11201,0.16048,0.26114,-0.86464,-0.51452
0.29239,0.00509,0.18878,0.08153,0.12479,0.14687,0.17551,0.21031,0.07026,0.1152,0.16448,0.26989,-0.86563,-0.52336
0.29639,0.00515,0.19277,0.08033,0.12878,0.14868,0.17949,0.21516,0.07426,0.1187,0.1685,0.27887,-0.8666,-0.53336
0.30042,0.00514,0.19679,0.07906,0.13278,0.15059,0.18348,0.22012,0.07828,0.12231,0.1725,0.28816,-0.86732,-0.54159
0.30441,0.00513,0.20079,0.07789,0.1368,0.15262,0.18748,0.22499,0.08228,0.12605,0.17647,0.29763,-0.86811,-0.54895
0.30839,0.00512,0.20479,0.07679,0.14079,0.1548,0.1915,0.22976,0.08628,0.13005,0.18046,0.30747,-0.86884,-0.55412
0.31239,0.00512,0.2088,0.07563,0.14476,0.15712,0.19549,0.23441,0.09028,0.1342,0.18446,0.31757,-0.86978,-0.56261
0.31638,0.0051,0.21279,0.07437,0.14876,0.15954,0.1995,0.23908,0.09428,0.13847,0.18847,0.32792,-0.87078,-0.57369
0.32041,0.00508,0.21681,0.07343,0.15277,0.1619,0.20349,0.24349,0.09831,0.14292,0.19248,0.33862,-0.87178,-0.58388
0.3244,0.00506,0.2208,0.07235,0.15679,0.16445,0.2075,0.24785,0.1023,0.14754,0.19648,0.34961,-0.87274,-0.59129
0.3284,0.00503,0.22479,0.07122,0.16077,0.16715,0.21151,0.25202,0.10628,0.15238,0.20047,0.36081,-0.87363,-0.60081
0.3324,0.005,0.22878,0.07025,0.16479,0.16963,0.2155,0.25598,0.11027,0.15733,0.20449,0.37245,-0.8746,-0.61157
0.33641,0.00496,0.23278,0.06929,0.16878,0.17235,0.21947,0.25962,0.11426,0.16246,0.20848,0.38422,-0.87543,-0.61869
0.34042,0.00491,0.23679,0.0683,0.1728,0.17496,0.22348,0.26327,0.11827,0.16784,0.21246,0.39626,-0.87633,-0.62579
0.34441,0.00487,0.24079,0.0673,0.1768,0.17767,0.2275,0.26643,0.12227,0.17329,0.21647,0.40868,-0.87705,-0.6339
0.34839,0.00483,0.24478,0.06647,0.18078,0.18022,0.23149,0.26925,0.12628,0.17906,0.22049,0.42115,-0.87786,-0.64398
0.35239,0.00478,0.24879,0.06548,0.18476,0.18274,0.23548,0.27179,0.13027,0.18496,0.22448,0.43372,-0.87878,-0.65316
0.3564,0.00472,0.25278,0.06461,0.18876,0.18532,0.23949,0.27374,0.13429,0.19107,0.22847,0.44661,-0.87958,-0.66024
0.3604,0.00468,0.25681,0.06379,0.19278,0.18783,0.24348,0.27548,0.13903,0.19847,0.23246,0.45951,-0.88041,-0.67034
0.3644,0.00463,0.26081,0.06294,0.19678,0.19036,0.2475,0.27672,0.14376,0.206,0.23648,0.47239,-0.88139,-0.68251
0.36841,0.00459,0.26479,0.06209,0.20078,0.19253,0.25151,0.27736,0.14776,0.21297,0.24049,0.4855,-0.88223,-0.69127
0.37239,0.00455,0.26876,0.06116,0.20478,0.19468,0.25548,0.2775,0.15176,0.21983,0.24445,0.49858,-0.88315,-0.69986
0.37642,0.00452,0.27277,0.06044,0.20878,0.19675,0.25947,0.2773,0.15577,0.22713,0.24844,0.51129,-0.88395,-0.71046
0.38041,0.00449,0.27678,0.05958,0.2128,0.19865,0.26347,0.27657,0.15976,0.23455,0.25245,0.52391,-0.88479,-0.7231
0.38441,0.00446,0.28077,0.05873,0.21752,0.20034,0.26748,0.27513,0.16375,0.24221,0.25646,0.53622,-0.88571,-0.73165
0.38839,0.00445,0.28477,0.05793,0.22227,0.20207,0.27148,0.27334,0.16775,0.25001,0.26046,0.54812,-0.88667,-0.73977
0.39238,0.00442,0.28878,0.05698,0.22626,0.20322,0.27548,0.27103,0.17178,0.25813,0.26446,0.5593,-0.88764,-0.75067
0.39639,0.00439,0.29278,0.05624,0.23029,0.20411,0.27948,0.26846,0.17577,0.26645,0.26846,0.5701,-0.88854,-0.76349
0.40041,0.00439,0.2968,0.05543,0.23428,0.20472,0.28348,0.26532,0.17973,0.27489,0.2725,0.5802,-0.88936,-0.76977
0.40442,0.00436,0.3008,0.05466,0.23828,0.20518,0.28751,0.26197,0.18373,0.28375,0.27649,0.58915,-0.8903,-0.77897
0.40842,0.00434,0.30479,0.05385,0.24227,0.20542,0.2915,0.25844,0.18775,0.29277,0.28046,0.59739,-0.89118,-0.79044
0.41241,0.00433,0.30878,0.05304,0.24627,0.20523,0.29549,0.2545,0.19175,0.30195,0.28446,0.6041,-0.89205,-0.8031
0.41644,0.00432,0.31278,0.05234,0.2503,0.20476,0.29948,0.25044,0.19576,0.31133,0.28847,0.60986,-0.89287,-0.81161
0.42044,0.00432,0.3168,0.05161,0.25429,0.20378,0.30348,0.24626,0.19976,0.32096,0.29247,0.61402,-0.89364,-0.82171
0.42441,0.00432,0.32079,0.05089,0.25826,0.2027,0.30749,0.24187,0.20376,0.33073,0.29647,0.61692,-0.89441,-0.83434
0.4284,0.00434,0.32479,0.05022,0.26226,0.20132,0.3115,0.23751,0.20777,0.34064,0.30047,0.6182,-0.89529,-0.84937
0.43239,0.00436,0.3288,0.04949,0.26625,0.19947,0.31548,0.23298,0.21177,0.35085,0.30446,0.61811,-0.89617,-0.85964
0.43641,0.00438,0.33279,0.04891,0.27027,0.19764,0.31948,0.22824,0.21575,0.36109,0.30849,0.61678,-0.89706,-0.87045
0.44041,0.00442,0.33681,0.04827,0.27427,0.19535,0.32349,0.22365,0.21974,0.37134,0.31248,0.61341,-0.89782,-0.88153
0.44441,0.00444,0.3408,0.04762,0.27828,0.19305,0.32752,0.21911,0.22375,0.38177,0.31648,0.60893,-0.8986,-0.89251
0.44841,0.00447,0.34479,0.04705,0.28228,0.19044,0.33151,0.2145,0.22776,0.39223,0.32046,0.60292,-0.89949,-0.90119
0.4524,0.00451,0.34878,0.04646,0.28626,0.1876,0.3355,0.21008,0.23176,0.40268,0.32446,0.59591,-0.90037,-0.90888
0.45643,0.00456,0.35276,0.04581,0.29028,0.18477,0.33948,0.20569,0.23575,0.41304,0.32847,0.58781,-0.90108,-0.91692
0.46042,0.00461,0.35679,0.0453,0.29428,0.18174,0.34348,0.20142,0.23977,0.42342,0.33248,0.579,-0.90185,-0.92814
0.4644,0.00467,0.36079,0.04472,0.29827,0.1786,0.3475,0.19715,0.24377,0.43346,0.33647,0.56942,-0.90272,-0.94017
0.4684,0.00474,0.36479,0.04418,0.30226,0.17551,0.3515,0.19297,0.24776,0.44327,0.34048,0.55939,-0.90357,-0.94952
0.47239,0.00481,0.36879,0.04353,0.30626,0.17228,0.3555,0.18893,0.25173,0.45279,0.34447,0.54898,-0.90441,-0.96235
0.4764,0.00489,0.37279,0.04307,0.31027,0.16908,0.35949,0.18497,0.25573,0.46192,0.34848,0.53851,-0.90506,-0.97406
0.4804,0.00498,0.37682,0.04252,0.31426,0.16591,0.36349,0.18116,0.25975,0.47055,0.3525,0.52776,-0.90587,-0.98809
0.4844,0.00506,0.38081,0.042,0.31828,0.16275,0.3675,0.17743,0.26375,0.47866,0.35649,0.51713,-0.90667,-0.99716
0.48839,0.00517,0.38478,0.04147,0.32228,0.15958,0.37151,0.17384,0.26776,0.48604,0.36048,0.50673,-0.90745,-1.00908
0.4924,0.00527,0.38879,0.04096,0.32627,0.15664,0.3755,0.17035,0.27175,0.49248,0.36447,0.49639,-0.90822,-1.0225
0.49641,0.00537,0.39278,0.04047,0.33029,0.15351,0.37948,0.16701,0.27576,0.49817,0.36846,0.48638,-0.90896,-1.03688
0.50041,0.00548,0.39679,0.03992,0.33429,0.15052,0.38348,0.16374,0.27978,0.50298,0.37246,0.47655,-0.90985,-1.04602
0.50439,0.00559,0.40079,0.03954,0.33829,0.14762,0.38748,0.16075,0.28376,0.50656,0.37648,0.46701,-0.91067,-1.05741
0.50839,0.00577,0.40479,0.03904,0.34227,0.14495,0.3915,0.15764,0.28775,0.50918,0.38048,0.45777,-0.9114,-1.06912
0.51238,0.0058,0.40879,0.03859,0.34625,0.14243,0.39549,0.15472,0.29175,0.51067,0.38449,0.44876,-0.91221,-1.08522
0.5164,0.0059,0.41281,0.03815,0.35028,0.13976,0.3995,0.15201,0.29576,0.51076,0.38849,0.43994,-0.91304,-1.09612
0.5204,0.00598,0.41682,0.03766,0.35428,0.13735,0.4035,0.14937,0.29975,0.50972,0.39249,0.43145,-0.914,-1.10531
0.5244,0.00606,0.42081,0.0373,0.35828,0.1351,0.40752,0.14673,0.30376,0.50744,0.39651,0.42331,-0.91482,-1.11689
0.52839,0.00614,0.42478,0.03689,0.36227,0.13272,0.41153,0.14441,0.30776,0.50391,0.40051,0.41532,-0.91572,-1.12991
0.53241,0.00619,0.42877,0.03649,0.36627,0.13057,0.41552,0.14206,0.31175,0.49969,0.40449,0.40764,-0.91653,-1.14075
0.53641,0.00626,0.43278,0.03611,0.37029,0.12833,0.4195,0.1398,0.31577,0.49416,0.40848,0.40025,-0.91743,-1.15118
0.5404,0.0063,0.43679,0.0357,0.37429,0.12625,0.42349,0.13778,0.31977,0.48821,0.41246,0.3931,-0.9182,-1.16472
0.5444,0.00633,0.4408,0.03536,0.37828,0.12437,0.4275,0.13559,0.32376,0.48108,0.41648,0.38632,-0.91891,-1.17906
0.54839,0.00634,0.44479,0.035,0.38227,0.12235,0.43151,0.13358,0.32775,0.47376,0.42048,0.37979,-0.91973,-1.19166
0.5524,0.00636,0.44879,0.03468,0.38626,0.12052,0.43551,0.13143,0.33174,0.46581,0.42449,0.37342,-0.92053,-1.20242
0.5564,0.00636,0.4528,0.03433,0.39028,0.11858,0.43951,0.12941,0.33575,0.45761,0.42849,0.36742,-0.92128,-1.2184
0.5604,0.00636,0.45679,0.03388,0.39428,0.11694,0.44351,0.12718,0.33976,0.44919,0.43248,0.36155,-0.92219,-1.23895
0.56439,0.00635,0.46079,0.0337,0.3983,0.11511,0.44751,0.12521,0.34377,0.44075,0.43648,0.35599,-0.92292,-1.25604
0.56839,0.00635,0.46478,0.03335,0.40229,0.11345,0.45152,0.12309,0.34776,0.43221,0.44051,0.35044,-0.92381,-1.26336
0.57241,0.0063,0.46878,0.03303,0.40629,0.1118,0.45551,0.12125,0.35176,0.42366,0.4445,0.34532,-0.92463,-1.27719
0.57641,0.00629,0.47279,0.03271,0.41031,0.11023,0.4595,0.1194,0.35575,0.41529,0.44848,0.34017,-0.92535,-1.29256
0.58039,0.00625,0.47679,0.0324,0.4143,0.10853,0.46349,0.1176,0.35977,0.40703,0.45248,0.33525,-0.92611,-1.3081
0.58438,0.00623,0.48079,0.03208,0.41829,0.10709,0.46751,0.116,0.36377,0.39902,0.45647,0.33037,-0.92693,-1.31305
0.58837,0.00618,0.48479,0.03171,0.42227,0.10551,0.47151,0.11433,0.36776,0.39125,0.46049,0.32577,-0.92779,-1.32135
0.59239,0.00615,0.48879,0.03148,0.42627,0.10415,0.4755,0.11254,0.37176,0.38369,0.46448,0.32114,-0.92867,-1.33377
0.59639,0.0061,0.49281,0.03117,0.43027,0.10278,0.4795,0.11095,0.37576,0.37621,0.46848,0.31662,-0.92935,-1.34995
0.60038,0.00606,0.49681,0.03087,0.43428,0.10132,0.4835,0.10927,0.37976,0.36918,0.47248,0.31239,-0.93015,-1.36382
0.6044,0.00602,0.50079,0.03059,0.43828,0.10008,0.48751,0.10788,0.38377,0.36222,0.47648,0.30811,-0.93109,-1.37204
0.6084,0.00598,0.50479,0.0303,0.44228,0.09881,0.49153,0.10641,0.38777,0.35555,0.4805,0.30395,-0.93203,-1.38788
0.61242,0.00592,0.50877,0.03001,0.44627,0.09751,0.49551,0.10483,0.39176,0.34917,0.48449,0.29995,-0.93287,-1.40778
0.6164,0.00588,0.5128,0.02968,0.4503,0.09639,0.49948,0.10347,0.39576,0.34307,0.48848,0.29606,-0.93367,-1.42117
0.6204,0.00583,0.5168,0.02948,0.45429,0.09518,0.50348,0.10205,0.39978,0.33699,0.49247,0.29223,-0.9345,-1.43462
0.62438,0.00576,0.52079,0.02921,0.45903,0.09374,0.50749,0.1005,0.40379,0.33128,0.49646,0.28854,-0.93542,-1.45223
0.62838,0.0057,0.5248,0.02894,0.46378,0.09255,0.5115,0.09918,0.40779,0.32572,0.50048,0.28496,-0.93628,-1.47529
0.6324,0.00566,0.52879,0.02871,0.46777,0.09146,0.5155,0.09777,0.41175,0.32031,0.50448,0.28144,-0.93709,-1.49126
0.6364,0.00558,0.53281,0.02845,0.47179,0.09038,0.51949,0.09643,0.41576,0.31512,0.50848,0.27803,-0.93785,-1.49965
0.6404,0.00551,0.53681,0.02819,0.47578,0.08929,0.52349,0.09511,0.41975,0.31006,0.51247,0.27477,-0.9386,-1.51137
0.6444,0.00543,0.54079,0.02795,0.47978,0.08812,0.5275,0.09369,0.42378,0.30522,0.51647,0.27138,-0.93941,-1.52633
0.6478,0.00536,0.54478,0.02764,0.48378,0.08718,0.53301,0.09225,0.42777,0.30047,0.52049,0.26817,-0.94029,-1.54271
0.64918,0.00533,0.54878,0.02745,0.48778,0.08618,0.537,0.09092,0.43177,0.29586,0.52449,0.26501,-0.94122,-1.54975
0.64906,0.00415,0.5528,0.02721,0.4918,0.08518,0.54099,0.08986,0.43577,0.29135,0.52848,0.26194,-0.94205,-1.56273
0.64623,-0.00261,0.5568,0.02698,0.49579,0.08425,0.54498,0.08876,0.43976,0.28698,0.53247,0.25897,-0.94297,-1.57887
0.64073,-0.00264,0.56079,0.02675,0.49977,0.08319,0.54899,0.08757,0.44378,0.28277,0.53646,0.25593,-0.94389,-1.59497
0.63597,-0.0028,0.5648,0.02652,0.50377,0.08229,0.553,0.08653,0.44777,0.27872,0.54047,0.25301,-0.94474,-1.60626
0.63198,-0.00284,0.56879,0.02629,0.50777,0.08135,0.557,0.08543,0.45176,0.27484,0.54448,0.25023,-0.9456,-1.62732
0.62796,-0.00286,0.57281,0.02608,0.51178,0.08044,0.561,0.08437,0.45575,0.27091,0.54847,0.24737,-0.94644,-1.65226
0.62397,-0.00287,0.5768,0.02585,0.51577,0.07946,0.56499,0.08328,0.45975,0.26714,0.55247,0.24463,-0.94736,-1.67309
0.61998,-0.00287,0.58078,0.02557,0.51978,0.07861,0.56902,0.08234,0.46377,0.2635,0.55647,0.242,-0.94824,-1.68365
0.61598,-0.00288,0.58477,0.02543,0.52377,0.07778,0.57301,0.08127,0.46776,0.25998,0.56049,0.2392,-0.94911,-1.69903
0.61199,-0.00285,0.58877,0.02522,0.52778,0.07695,0.57699,0.08038,0.47175,0.25664,0.56449,0.23661,-0.94996,-1.71677
0.60797,-0.00284,0.59279,0.02502,0.53179,0.07614,0.58098,0.07947,0.47575,0.25327,0.56848,0.23412,-0.95089,-1.73383
0.60397,-0.00282,0.59679,0.02482,0.53578,0.07527,0.58497,0.07853,0.47976,0.24994,0.57245,0.23157,-0.95169,-1.7455
0.59996,-0.00279,0.60078,0.02461,0.53976,0.07455,0.589,0.07759,0.48378,0.24696,0.57645,0.22934,-0.95244,-1.76177
0.59597,-0.00276,0.60477,0.02441,0.54375,0.07372,0.593,0.0766,0.48777,0.2439,0.58046,0.22693,-0.95321,-1.77937
0.59197,-0.00273,0.60878,0.02421,0.54777,0.07305,0.59699,0.07572,0.49176,0.24091,0.58447,0.2247,-0.95416,-1.78857
0.58795,-0.00269,0.61281,0.02401,0.55178,0.07235,0.60099,0.07476,0.49575,0.238,0.58846,0.22252,-0.95504,-1.79112
0.58396,-0.00265,0.6168,0.02369,0.55577,0.07163,0.60499,0.07404,0.49975,0.23531,0.59247,0.22037,-0.95579,-1.80676
0.57999,-0.00261,0.62078,0.02365,0.55977,0.07092,0.60902,0.0732,0.50376,0.23233,0.59647,0.21834,-0.9566,-1.82498
0.576,-0.00256,0.62478,0.0234,0.56378,0.07022,0.613,0.07241,0.50776,0.22973,0.60048,0.2162,-0.9574,-1.84486
0.572,-0.00252,0.62878,0.02319,0.56779,0.06939,0.617,0.07159,0.51175,0.22704,0.60449,0.21427,-0.95821,-1.85552
0.56798,-0.00248,0.63278,0.02299,0.57179,0.06879,0.62099,0.07077,0.51575,0.22433,0.60848,0.21221,-0.95908,-1.87866
0.56397,-0.00242,0.63678,0.0228,0.57578,0.06808,0.62498,0.07007,0.51975,0.22184,0.61246,0.2103,-0.95985,-1.90617
0.55998,-0.00237,0.64078,0.0226,0.57975,0.06743,0.629,0.06933,0.52377,0.21925,0.61645,0.2083,-0.96073,-1.93096
0.55598,-0.00232,0.64477,0.02239,0.58374,0.06675,0.63299,0.06847,0.52777,0.2169,0.62047,0.20643,-0.96166,-1.94555
0.55197,-0.00226,0.64878,0.02219,0.58775,0.066,0.637,0.06781,0.53176,0.21442,0.62447,0.20452,-0.96258,-1.96771
0.54795,-0.0022,0.65195,0.02203,0.59177,0.06542,0.641,0.06706,0.53574,0.21218,0.62847,0.20255,-0.9635,-1.98707
0.54397,-0.00215,0.65313,0.02203,0.59577,0.0648,0.64499,0.06631,0.53974,0.20983,0.63246,0.20078,-0.96436,-1.99648
0.53999,-0.00209,0.65308,0.01973,0.59977,0.06418,0.64902,0.06562,0.54375,0.20768,0.63647,0.19884,-0.96512,-1.98573
0.53599,-0.00203,0.65104,0.01613,0.60377,0.06358,0.65301,0.06481,0.54776,0.20547,0.64048,0.19708,-0.96591,-1.9847
0.53198,-0.00198,0.64702,0.01591,0.60779,0.06296,0.65701,0.06419,0.55175,0.20332,0.64448,0.19522,-0.96681,-1.99546
0.52798,-0.00192,0.64302,0.01569,0.61179,0.06228,0.661,0.06351,0.55576,0.20139,0.64847,0.19342,-0.96763,-2.00744
0.52398,-0.00187,0.63902,0.0155,0.61578,0.06182,0.66499,0.06285,0.55976,0.19931,0.65248,0.19175,-0.96923,-2.03233
0.51999,-0.00181,0.63503,0.01533,0.61977,0.06119,0.66902,0.06217,0.56376,0.19742,0.65647,0.19007,-0.97081,-2.12155
0.51599,-0.00177,0.63103,0.01516,0.62377,0.06048,0.67301,0.06155,0.56776,0.19542,0.66049,0.18827,-0.9717,-2.14716
0.51197,-0.00172,0.627,0.01501,0.62778,0.05992,0.67701,0.06087,0.57174,0.19361,0.66449,0.18672,-0.97257,-2.16638
0.50797,-0.00167,0.62301,0.01486,0.63178,0.05933,0.68102,0.06034,0.57573,0.1918,0.66849,0.18501,-0.97343,-2.18042
0.50397,-0.00163,0.61903,0.0147,0.63577,0.05873,0.68502,0.05974,0.57973,0.1899,0.67249,0.1835,-0.97431,-2.19799
0.49999,-0.00159,0.61503,0.01449,0.63978,0.05812,0.68904,0.05914,0.58375,0.18822,0.67648,0.18198,-0.97525,-2.18997
0.496,-0.00156,0.61104,0.01441,0.64378,0.05753,0.69304,0.05846,0.58775,0.18644,0.68049,0.18039,-0.97621,-2.18042
0.49197,-0.00153,0.60702,0.01427,0.6478,0.05695,0.69701,0.05788,0.59175,0.1847,0.6845,0.17898,-0.97719,-2.18518
0.48796,-0.0015,0.60302,0.01413,0.65179,0.05629,0.701,0.05727,0.59575,0.1831,0.6885,0.1775,-0.97821,-2.20358
0.48397,-0.00147,0.59902,0.014,0.65579,0.05588,0.70502,0.05666,0.59975,0.18141,0.69248,0.17598,-0.97916,-2.21414
0.47997,-0.00146,0.59503,0.01387,0.65978,0.05527,0.70903,0.05612,0.60376,0.17976,0.69647,0.1745,-0.97996,-2.24138
0.47598,-0.00143,0.59102,0.01372,0.66378,0.05468,0.71302,0.05557,0.60776,0.17823,0.70049,0.17322,-0.98077,-2.27768
0.47195,-0.00142,0.587,0.01358,0.6678,0.0542,0.71702,0.05504,0.61176,0.1767,0.70449,0.17186,-0.98154,-2.30997
0.46797,-0.00141,0.58302,0.01344,0.6718,0.05366,0.72102,0.05441,0.61575,0.17506,0.70849,0.17044,-0.9823,-2.32294
0.46397,-0.0014,0.57904,0.01331,0.6758,0.0531,0.72503,0.05388,0.61974,0.17361,0.71251,0.16921,-0.98307,-2.3438
0.45998,-0.00139,0.57504,0.01316,0.6798,0.05251,0.72903,0.05333,0.62375,0.17216,0.7165,0.16793,-0.98387,-2.37104
0.45599,-0.00138,0.57104,0.01304,0.68379,0.05206,0.73302,0.05277,0.62776,0.17062,0.72051,0.1666,-0.98464,-2.39514
0.45196,-0.00138,0.56702,0.01285,0.68781,0.05157,0.737,0.0523,0.63176,0.16926,0.72451,0.16536,-0.98549,-2.39497
0.44798,-0.00137,0.56303,0.01277,0.69181,0.05109,0.74099,0.05176,0.63575,0.16782,0.7285,0.16402,-0.98623,-2.38545
0.44398,-0.00138,0.55902,0.01264,0.6958,0.05056,0.74501,0.05128,0.63976,0.16635,0.73247,0.16281,-0.98704,-2.38148
0.43998,-0.00138,0.55504,0.01251,0.69979,0.05015,0.74902,0.05082,0.64378,0.16502,0.73648,0.16153,-0.98793,-2.39218
0.43596,-0.00138,0.55102,0.01238,0.70378,0.04972,0.75302,0.0503,0.64777,0.16369,0.74049,0.16017,-0.98886,-2.40152
0.43195,-0.00139,0.54702,0.01225,0.70781,0.04929,0.75703,0.0499,0.65177,0.16237,0.74448,0.15895,-0.98971,-2.41445
0.42796,-0.0014,0.54302,0.01212,0.71179,0.04875,0.76102,0.04944,0.65577,0.161,0.74848,0.15765,-0.99041,-2.43647
0.42398,-0.00139,0.53905,0.01199,0.7158,0.04847,0.76503,0.04898,0.65976,0.15977,0.75248,0.15629,-0.99127,-2.46855
0.41999,-0.0014,0.53504,0.01186,0.71981,0.04801,0.76808,0.04859,0.66379,0.15842,0.75647,0.15505,-0.99221,-2.49561
0.41599,-0.00142,0.53102,0.01174,0.72382,0.04759,0.76919,0.04852,0.66778,0.15722,0.76049,0.15372,-0.9931,-2.52458
0.41197,-0.00142,0.52702,0.01162,0.72782,0.04715,0.76911,0.04652,0.67178,0.15601,0.76449,0.15257,-0.99399,-2.56564
0.40797,-0.00143,0.52303,0.01149,0.73182,0.04667,0.76707,0.04463,0.67577,0.15473,0.76849,0.15137,-0.99485,-2.5974
0.40397,-0.00144,0.51903,0.01132,0.7358,0.04629,0.76305,0.04389,0.67977,0.15361,0.77247,0.15008,-0.99567,-2.59182
0.39996,-0.00146,0.51503,0.01124,0.73978,0.04587,0.75906,0.04332,0.68378,0.15238,0.77647,0.14897,-0.99653,-2.59207
0.39595,-0.00147,0.51101,0.01112,0.74379,0.04544,0.75506,0.04273,0.68779,0.15126,0.78047,0.14782,-0.99742,-2.60415
0.39194,-0.00148,0.50701,0.01099,0.7478,0.04492,0.75106,0.04227,0.69177,0.15008,0.78447,0.14669,-0.99834,-2.62488
0.38794,-0.0015,0.50302,0.01087,0.7518,0.0446,0.74707,0.04176,0.69576,0.14901,0.78778,0.14558,-0.9992,-2.62731
0.38396,-0.00151,0.49905,0.01075,0.75579,0.04413,0.74304,0.04127,0.69976,0.14788,0.78913,0.14542,-0.99996,-2.63654
0.37997,-0.00152,0.49505,0.01063,0.7585,0.04383,0.73905,0.04074,0.70379,0.14683,0.78906,0.14533,-1.00071,-2.65912
0.37596,-0.00154,0.49103,0.01051,0.75924,0.04432,0.73506,0.04033,0.70778,0.14572,0.78704,0.1411,-1.00158,-2.6843
0.37195,-0.00155,0.48703,0.01039,0.75929,0.0443,0.73107,0.03989,0.71178,0.14472,0.78306,0.13964,-1.00244,-2.68865
0.36796,-0.00156,0.48303,0.01027,0.75721,0.03986,0.72709,0.03945,0.71579,0.14362,0.77904,0.13841,-1.00336,-2.70491
0.36396,-0.00157,0.47902,0.01014,0.75321,0.03932,0.72306,0.03898,0.71978,0.14267,0.77504,0.13717,-1.00411,-2.73538
0.35996,-0.00158,0.47502,0.01004,0.74921,0.03887,0.71907,0.03858,0.7238,0.14166,0.77104,0.13606,-1.00489,-2.77061
0.35595,-0.00159,0.471,0.00992,0.74521,0.03839,0.71506,0.03813,0.72779,0.14065,0.76706,0.13488,-1.00567,-2.77867
0.35195,-0.00159,0.46701,0.00975,0.74119,0.03804,0.71107,0.03771,0.73178,0.13962,0.76306,0.13376,-1.0067,-2.76663
0.34796,-0.00159,0.46302,0.00967,0.73719,0.03765,0.70706,0.03726,0.73576,0.13858,0.75905,0.13268,-1.00763,-2.77397
0.34397,-0.00159,0.45903,0.00956,0.73322,0.03728,0.70303,0.03688,0.73976,0.13764,0.75505,0.13149,-1.00851,-2.80423
0.33998,-0.00159,0.45425,0.00934,0.72922,0.03685,0.69904,0.03649,0.74379,0.13664,0.75106,0.1304,-1.00926,-2.81906
0.33596,-0.00159,0.44948,0.00918,0.72522,0.03651,0.69506,0.03609,0.74777,0.13573,0.74706,0.12922,-1.01009,-2.83626
0.33196,-0.00159,0.44549,0.00906,0.72121,0.03614,0.69106,0.03569,0.75177,0.1348,0.74305,0.12811,-1.01097,-2.86555
0.32796,-0.00159,0.44149,0.00894,0.71721,0.0358,0.68705,0.03527,0.75576,0.13384,0.73903,0.12691,-1.01184,-2.89277
0.32395,-0.00159,0.43749,0.00884,0.71321,0.03545,0.68304,0.03495,0.75977,0.13294,0.73504,0.1258,-1.01266,-2.88988
0.31997,-0.00159,0.43347,0.00873,0.70921,0.03504,0.67905,0.03459,0.76379,0.132,0.73106,0.12479,-1.01335,-2.88123
0.31594,-0.00159,0.42948,0.00863,0.70518,0.03474,0.67505,0.03424,0.76778,0.13117,0.72708,0.12371,-1.01408,-2.88524
0.31195,-0.0016,0.42548,0.00853,0.70119,0.03441,0.67106,0.03388,0.77177,0.13027,0.72308,0.12272,-1.01485,-2.90167
0.30795,-0.00159,0.4215,0.00844,0.6972,0.03408,0.66704,0.03347,0.77575,0.12933,0.71905,0.12169,-1.01573,-2.92562
0.30397,-0.0016,0.41751,0.0083,0.69321,0.03372,0.66303,0.03317,0.77838,0.12879,0.71506,0.12074,-1.01666,-2.93806
0.29997,-0.00161,0.41349,0.00826,0.68922,0.03334,0.65904,0.03282,0.77915,0.12843,0.71105,0.11974,-1.01754,-2.96453
0.29594,-0.00161,0.40949,0.00817,0.6852,0.03303,0.65503,0.03249,0.77709,0.12459,0.70706,0.11883,-1.01844,-2.99706
0.29195,-0.00162,0.4055,0.00808,0.6812,0.03271,0.65105,0.03217,0.7731,0.12332,0.70305,0.11784,-1.01934,-3.01026
0.28795,-0.00163,0.40149,0.00798,0.67721,0.03238,0.64705,0.03183,0.76912,0.12234,0.69903,0.11695,-1.02018,-3.01045
0.28394,-0.00165,0.39749,0.0079,0.67321,0.03203,0.64304,0.03154,0.76513,0.12137,0.69504,0.116,-1.021,-3.02371
0.27994,-0.00165,0.39347,0.0078,0.66921,0.03164,0.63903,0.03126,0.76111,0.1205,0.69106,0.11509,-1.02179,-3.04517
0.27593,-0.00167,0.38947,0.0077,0.66519,0.03137,0.63504,0.03097,0.7571,0.11956,0.68706,0.11416,-1.02259,-3.06177
0.27194,-0.00173,0.38549,0.00761,0.6612,0.03106,0.63105,0.03068,0.75311,0.11876,0.68305,0.11321,-1.02349,-3.05844
0.26796,-0.00171,0.3815,0.00752,0.65721,0.03073,0.62703,0.03041,0.74911,0.11793,0.67905,0.11237,-1.0244,-3.0782
