voltages,dlcaps
-0.496627915,139.3520994
-0.490095095,140.7899531
-0.483562103,142.2700012
-0.477028768,143.8344381
-0.470495262,145.4410694
-0.463961755,147.0477007
-0.457427219,148.9074986
-0.450891996,150.9360741
-0.444357117,152.8802607
-0.437822581,154.7400586
-0.431287187,156.8108285
-0.424752307,158.7550152
-0.418216398,160.9523684
-0.411680318,163.191916
-0.405143894,165.5158524
-0.398606955,167.9663721
-0.392069673,170.5012807
-0.385531533,173.2471613
-0.37899408,175.8242642
-0.37245491,178.8233114
-0.365915569,181.8645529
-0.359375026,185.2011554
-0.353379566,188.2505656
-0.347928262,191.2406333
-0.342476752,194.2813343
-0.337024212,197.5752018
-0.331571672,200.8690693
-0.326663305,204.0993749
-0.322299883,207.0762437
-0.317936718,209.9898208
-0.313572266,213.2198561
-0.309207557,216.5131831
-0.305388222,219.4475872
-0.301567772,222.656255
-0.297747665,225.7805339
-0.294472503,228.6513761
-0.291196997,231.6066071
-0.287921492,234.5618382
-0.2846453,237.6858468
-0.281369108,240.8098555
-0.278092917,243.9338642
-0.274816039,247.2266506
-0.271538474,250.6882146
-0.268260909,254.1497787
-0.264983001,257.6957315
-0.261705437,261.1572956
-0.258426843,264.8720261
-0.255148591,268.5023679
-0.25223604,271.3730298
-0.249684039,274.7498447
-0.246405788,278.3801864
-0.243127194,282.0949169
-0.239848942,285.7252586
-0.236571035,289.2712115
-0.233293127,292.8171644
-0.230015562,296.2787284
-0.226739027,299.487126
-0.223463522,302.442357
-0.219643758,305.4822471
-0.214734927,308.8264776
-0.208740394,311.6480379
-0.202209118,312.7061418
-0.195687625,311.3591638
-0.190262027,308.0285076
-0.186467661,304.8236238
-0.183491657,301.0065155
-0.181058968,297.3368173
-0.178534167,294.0258168
-0.17673493,290.630067
-0.174575228,286.7070672
-0.172416041,282.6574842
-0.170257883,278.3547346
-0.168101527,273.6089436
-0.166483681,270.1920066
-0.164868667,266.0788616
-0.163251593,262.4720496
-0.161636836,258.2956131
-0.159480566,253.5287249
-0.158680052,249.7527298
-0.156975243,245.4286578
-0.155395889,241.4631753
-0.153297271,235.8945661
-0.151951898,232.3509107
-0.150879168,228.6383424
-0.149804037,225.516496
