voltages,dlcaps
-0.148369383,221.6353302
-0.146844421,217.6698207
-0.146041418,214.5056447
-0.144424087,210.9621244
-0.143351186,207.2917505
-0.141916876,203.3261959
-0.140390799,199.6349501
-0.139588053,196.4074825
-0.137972009,192.547504
-0.136538815,188.3076857
-0.135014196,184.2577873
-0.134211193,181.0936114
-0.132593605,177.6133827
-0.131519588,174.2172725
-0.130084249,170.5048844
-0.128557999,166.855833
-0.127754224,163.8815319
-0.126136121,160.5278865
-0.124518532,157.0476578
-0.123175476,152.9343777
-0.121829673,149.4962083
-0.119944932,144.834671
-0.118599473,141.3121128
-0.116442431,136.7350995
-0.114285903,132.0315029
-0.113210428,128.9940454
-0.111052957,124.5225181
-0.108895314,120.0931853
-0.106737414,115.7271441
-0.104578484,111.6142694
-0.103503695,108.4080342
-0.101343307,104.653812
-0.099183862,100.6675206
-0.096590727,96.3270123
-0.094864887,92.71603497
-0.092268233,89.24051223
-0.089998822,85.54541635
-0.08783706,82.12874957
-0.085673497,79.15512419
-0.083510448,76.05491556
-0.08134637,73.20787344
-0.079074127,70.20898546
-0.075933558,66.73373301
-0.072297538,62.80543907
-0.067989252,58.59417438
-0.064558354,55.17813827
-0.059677788,51.57294803
-0.055339592,48.34723727
-0.051000625,45.3114014
-0.046117742,42.27583582
-0.040690531,39.34180712
-0.034718684,36.58526527
-0.028201138,34.26781566
-0.021681875,32.37231023
-0.015160209,31.06752667
-0.008637171,30.10029845
-0.002111044,29.89256977
0.004415942,29.89581319
0.010944472,30.27880637
0.017475575,31.29471583
0.024008567,32.7747639
0.03054379,34.80333941
0.037081243,37.38044237
0.043076154,40.29483039
0.04852787,43.38616468
0.053435774,46.50254534
0.057799454,49.54270576
0.061619046,52.54040148
0.065983618,55.79997288
0.069259672,58.89022604
0.071991451,61.89160063
0.075266699,64.78354001
0.078545808,68.62485382
0.081825947,72.71933414
0.085106772,76.98259214
0.088388798,81.54121106
0.091561801,86.04070375
0.093862103,89.94060323
0.096051923,93.42272391
0.098242514,97.09471947
0.099887389,100.3234034
0.102077466,103.8688157
0.104269602,107.920561
0.106462768,112.2254728
0.108657478,116.9101345
0.110848757,120.7509077
0.111950316,124.1270018
0.114140736,127.7568029
0.115242296,131.132897
0.116886741,134.2560948
0.118533933,138.0544033
0.120728128,142.6124817
0.122102074,146.094197
0.124023283,150.3989737
0.125128189,154.5978589
0.127320497,158.6917986
0.128697017,162.8064302
0.130621829,167.9972897
0.132450754,171.9011743
0.134138463,176.7459225
0.135750285,180.763624
0.137438199,185.6590054
0.139050845,189.8792401
0.140738142,194.6227217
0.142717191,199.7756332
0.14382141,203.8057408
0.144917822,205.9160023
0.14623681,209.2584489
0.147122657,213.0901346
0.148218382,215.0316184
0.149540253,219.0829313
0.1511529,223.303166
0.152840814,228.1985474
0.15445346,232.4187821
0.156140756,237.1622637
0.158118518,241.9987171
0.159495296,246.1766402
0.161419593,251.2409165
0.162794054,254.849215
0.164719124,260.1033661
0.166911775,264.2816947
0.168015565,268.2063162
0.170210018,272.8276862
0.172404214,277.3857645
0.174597637,281.753968
0.176791576,286.2487547
0.178982167,289.9207503
0.181172759,293.5927459
0.183908553,297.5814699
0.186646321,302.0554297
0.189923543,305.4326049
0.193744079,308.6623699
0.199195675,311.7241681
0.205727294,312.8666608
0.212249302,311.6462661
0.21767816,309.1173038
0.222017385,306.1447596
0.225812352,303.0875562
0.229064175,300.2199574
0.232314969,297.0991922
0.235564733,293.7252604
0.23881381,290.1825509
0.242062888,286.6398414
0.245311622,283.0127431
0.248016956,279.5119578
0.251808747,275.6741577
0.253610816,272.9746159
0.257222503,269.4320866
0.260471238,265.8049883
0.263176571,262.304203
0.26696802,258.382014
0.270218127,255.0924711
0.273466175,251.2965951
0.276716282,248.0070521
0.279966046,244.6331203
0.28321684,241.5123551
0.286466947,238.2228121
0.28971774,235.1020468
0.29296922,232.1500592
0.296221044,229.2824605
0.29947321,226.4992505
0.30326749,223.2732695
0.307061942,220.0894829
0.310857337,217.1377656
0.315195275,213.8487632
0.319533728,210.6863441
0.323872696,207.6505082
0.328211663,204.6146723
0.332551661,201.832003
0.337434235,198.7204874
0.342317942,195.8874551
0.347201237,192.9531561
0.352628241,189.9684941
0.358055658,187.0850987
0.364026852,184.168218
0.370540452,180.8802968
0.377055768,178.0143197
0.383571084,175.1483427
0.390086743,172.3667545
0.396603089,169.7539439
0.403120121,167.309911
0.409637153,164.8658782
0.416155214,162.6750118
0.422672933,160.3997566
0.429191338,158.2932791
0.435710257,156.3133848
0.442229177,154.3334906
0.44874844,152.4379852
0.455267016,150.3737021
0.461786279,148.4781966
0.468306572,146.8358577
0.474826865,145.1935188
0.481347672,143.6777631
0.487868479,142.1620075
0.494389287,140.6462518
0.499279892,139.5094351
