Voltage,Current,a_K⁺,c_K⁺,γ_K⁺,a_H⁺,c_H⁺,γ_H⁺,a_HCO₃⁻,c_HCO₃⁻,γ_HCO₃⁻,a_CO₃²⁻,c_CO₃²⁻,γ_CO₃²⁻,a_CO₂,c_CO₂,γ_CO₂,a_OH⁻,c_OH⁻,γ_OH⁻,a_CO,c_CO,γ_CO
-1.5,-106.37298435140332,5024.895096007178,3.0098671289492853,1669.474060059694,8.041470155598445e-7,8.041470096505272e-7,1.0000000073485533,7.105859786097032e-7,7.105859733879242e-7,1.0000000073485533,4.117794805250937e-11,4.1177947749911026e-11,1.0000000073485533,4.431575413785629e-8,4.4315753812199606e-8,1.0000000073485535,2.7448639842714638e-8,2.744863964100685e-8,1.000000007348553,0.01977539555266385,0.019775395407343303,1.0000000073485533
-1.4932890167170314,-106.37293096181911,4750.977660231057,3.009763187363182,1578.5220844545356,7.603130727745121e-7,7.60313067229903e-7,1.0000000072925344,7.515558273439006e-7,7.51555821863154e-7,1.0000000072925344,4.606301802159884e-11,4.60630176856827e-11,1.0000000072925344,5.3431789241092365e-8,5.343178885143921e-8,1.0000000072925344,2.8250438135850693e-8,2.8250437929833404e-8,1.0000000072925344,0.01977538562609167,0.019775385481878995,1.0000000072925344
-1.4865780334340628,-106.37286662561799,4492.742787886183,3.0096535978029935,1492.7773718430003,7.189889971366977e-7,7.189889919336012e-7,1.0000000072366846,7.947552667196788e-7,7.947552609682858e-7,1.0000000072366844,5.151039087635943e-11,5.1510390503594986e-11,1.0000000072366846,6.441688848867936e-8,6.441688802251468e-8,1.0000000072366841,2.9092864163318835e-8,2.9092863952782963e-8,1.0000000072366844,0.019775373664488304,0.019775373521380164,1.0000000072366846
-1.4731560668681258,-106.37269571088235,4019.6386334820695,3.0094163200731385,1335.6871253307947,6.432813085603882e-7,6.432813039766918e-7,1.000000007125493,8.883005800107655e-7,8.883005736811859e-7,1.000000007125493,6.434915191179237e-11,6.434915145327295e-11,1.0000000071254929,9.359972758766396e-8,9.359972692071975e-8,1.000000007125493,3.090781195965033e-8,3.090781173941693e-8,1.000000007125493,0.01977534188819169,0.01977534174728263,1.000000007125493
-1.4597341003021886,-106.37244767480745,3598.77362732097,3.0091528521206694,1195.9424476509298,5.759345580381465e-7,5.759345539979753e-7,1.000000007014983,9.921911696729698e-7,9.921911627127654e-7,1.0000000070149833,8.027977758348002e-11,8.027977702031872e-11,1.0000000070149833,1.3595071409497684e-7,1.3595071314128487e-7,1.0000000070149833,3.291085855296721e-8,3.291085832209809e-8,1.0000000070149833,0.0197752957745738,0.01977529563585043,1.0000000070149833
-1.4447654443146336,-106.37203713721401,3183.705430606538,3.0088248526015096,1058.1225516845295,5.09517674342737e-7,5.095176708308628e-7,1.0000000068925463,1.1215584508190735e-6,1.12155844308868e-6,1.0000000068925463,1.0257622908584591e-10,1.0257622837883452e-10,1.0000000068925463,2.060484231395152e-7,2.0604842171931696e-7,1.000000006892546,3.538989264411688e-8,3.538989240019041e-8,1.0000000068925463,0.019775219450662712,0.019775219314361096,1.0000000068925463
-1.4322915643250045,-106.37153802337804,2876.4789630865157,3.008521173764886,956.1105928620965,4.60359415818111e-7,4.6035941269173217e-7,1.0000000067911694,1.2413652760311887e-6,1.2413652676008665e-6,1.0000000067911696,1.2565701338260946e-10,1.2565701252925137e-10,1.0000000067911696,2.9127086901801736e-7,2.912708670399475e-7,1.0000000067911696,3.767326400332167e-8,3.7673263747476146e-8,1.0000000067911696,0.01977512666031521,0.01977512652601897,1.0000000067911696
-1.4218966643336468,-106.37096825304285,2644.4157026818857,3.008245064013303,879.0559433857984,4.232299151174454e-7,4.232299122787807e-7,1.0000000067071457,1.350323891601914e-6,1.3503238825450952e-6,1.0000000067071455,1.486777031308059e-10,1.4867770213360285e-10,1.000000006707146,3.885587750485113e-7,3.88558772442391e-7,1.0000000067071457,3.9741089826530326e-8,3.974108955998105e-8,1.0000000067071457,0.019775020734823817,0.019775020602189875,1.0000000067071455
-1.4132342476741822,-106.37035107223011,2466.1675771208897,3.007997741654955,819.8701558080431,3.9471253944490476e-7,3.9471253682502243e-7,1.000000006637444,1.4479466879657846e-6,1.4479466783551195e-6,1.0000000066374441,1.709448256261402e-10,1.709448244915035e-10,1.000000006637444,4.939432790325728e-7,4.93943275754052e-7,1.000000006637444,4.158756079534599e-8,4.158756051931089e-8,1.000000006637444,0.0197749059957132,0.019774905864458372,1.000000006637444
-1.4060155671246282,-106.36971113635337,2327.346917817997,3.007778918230055,773.7759260536136,3.725045768170672e-7,3.725045743661432e-7,1.000000006579581,1.5343406679357665e-6,1.5343406578404475e-6,1.0000000065795813,1.9194400177648058e-10,1.9194400051356948e-10,1.000000006579581,6.032146800223232e-7,6.032146760534234e-7,1.000000006579581,4.321723234136633e-8,4.321723205701505e-8,1.000000006579581,0.01977478702653891,0.019774786896429093,1.000000006579581
-1.4,-106.36907134582258,2217.9869636312364,3.007587271084645,737.463875098577,3.5501085203158805e-7,3.550108497128289e-7,1.0000000065315162,1.610021606328623e-6,1.6100215958127405e-6,1.0000000065315164,2.1133648449966344e-10,2.1133648311931572e-10,1.0000000065315164,7.124627551771779e-7,7.124627505237156e-7,1.0000000065315164,4.464168654636846e-8,4.464168625479056e-8,1.0000000065315164,0.019774668084572202,0.019774667955413636,1.0000000065315162
-1.3939844328753717,-106.36831609619493,2114.0571485846767,3.0073867906626166,702.9548560725331,3.3838703262940825e-7,3.383870304354447e-7,1.0000000064835923,1.6892080930661676e-6,1.689208082114031e-6,1.0000000064835923,2.3262366080015718e-10,2.3262365929192017e-10,1.0000000064835926,8.414280808454143e-7,8.414280753899375e-7,1.0000000064835926,4.612919433380327e-8,4.612919403472037e-8,1.0000000064835926,0.019774527678050238,0.01977452754984026,1.0000000064835926
-1.3879688657507434,-106.36742462946478,2015.275470190717,3.007177102674542,670.1552324265699,3.225881055119621e-7,3.225881034358464e-7,1.0000000064358099,1.7720513619890929e-6,1.7720513505845072e-6,1.0000000064358099,2.559837759339746e-10,2.559837742865117e-10,1.0000000064358099,9.936563416167923e-7,9.936563352218091e-7,1.0000000064358097,4.768237446482458e-8,4.768237415794989e-8,1.0000000064358099,0.019774361947926176,0.019774361820662143,1.0000000064358099
-1.3759377315014871,-106.36513076669377,1832.1037125476735,3.006728535732289,609.3345943189595,2.932969854665086e-7,2.9329698360680945e-7,1.0000000063406693,1.949344541234711e-6,1.949344528874562e-6,1.0000000063406693,3.097173785738583e-10,3.097173766100429e-10,1.0000000063406693,1.3853734153925194e-6,1.3853734066083249e-6,1.0000000063406693,5.099667027033408e-8,5.0996669946981075e-8,1.000000006340669,0.019773935502766155,0.01977393537738617,1.0000000063406693
-1.3639065972522306,-106.36193659802474,1666.5049374850776,3.0062382851917553,554.3489169484708,2.668240089782686e-7,2.668240073116599e-7,1.0000000062460974,2.143240907188209e-6,2.1432408938013174e-6,1.0000000062460974,3.7430940384555655e-10,3.743094015075836e-10,1.0000000062460974,1.9308658301503784e-6,1.9308658180900022e-6,1.0000000062460974,5.460729573700582e-8,5.4607295395923335e-8,1.0000000062460974,0.01977334168519956,0.01977334156169334,1.0000000062460974
-1.3518754630029741,-106.3574904532481,1516.7176865758952,3.0057028179168195,504.6133228923463,2.428888872272631e-7,2.428888857329871e-7,1.0000000061520968,2.3551960571528267e-6,2.355196042663433e-6,1.0000000061520968,4.518602785604284e-10,4.5186027578054025e-10,1.0000000061520968,2.690230716943141e-6,2.6902307003925808e-6,1.0000000061520968,5.8538357878104275e-8,5.8538357517970635e-8,1.0000000061520968,0.01977251511752549,0.019772514995883065,1.0000000061520968
-1.3374203780638525,-106.34979098034182,1355.447518462568,3.0049942911357177,451.06492297204517,2.1713614336553054e-7,2.171361420540462e-7,1.0000000060399172,2.6359856074442783e-6,2.6359855915231434e-6,1.0000000060399172,5.657125140624256e-10,5.657125106455687e-10,1.0000000060399175,4.0054109206026475e-6,4.005410896410297e-6,1.0000000060399172,6.372112260978888e-8,6.372112222491857e-8,1.0000000060399172,0.01977108373568227,0.01977108361626656,1.0000000060399172
-1.3253744739479179,-106.34058282683333,1234.9960810476061,3.004344674545157,411.07003850501223,1.9792024961556835e-7,1.979202484385225e-7,1.0000000059470715,2.8938265373465493e-6,2.8938265201367566e-6,1.0000000059470713,6.813452943839226e-10,6.813452903319136e-10,1.0000000059470713,5.5785848060471564e-6,5.5785847728709155e-6,1.0000000059470713,6.845466143783162e-8,6.845466103072686e-8,1.0000000059470715,0.0197693718811724,0.019769371763602536,1.0000000059470713
-1.3153362205179724,-106.3302153870457,1143.3287998080277,3.0037588164403357,380.6326904644602,1.8331292242164906e-7,1.8331292134557584e-7,1.000000005870144,3.1267516408786906e-6,3.126751622524209e-6,1.0000000058701437,7.948504527313195e-10,7.948504480654332e-10,1.0000000058701435,7.350195234662136e-6,7.3501951915154335e-6,1.0000000058701437,7.270829913115946e-8,7.270829870435131e-8,1.0000000058701435,0.019767444508507558,0.019767444392469816,1.000000005870144
-1.3069710093263511,-106.31911511953817,1072.4791961490052,3.003237583139956,357.1076767851656,1.720370629819785e-7,1.7203706198307152e-7,1.0000000058063476,3.3343486559700793e-6,3.334348636609692e-6,1.0000000058063476,9.031798379329546e-10,9.031798326887786e-10,1.0000000058063476,9.247476065830523e-6,9.247476012136463e-6,1.0000000058063476,7.64798689604509e-8,7.64798685163822e-8,1.0000000058063476,0.019765380898878204,0.019765380784113534,1.0000000058063476
-1.3,-106.30771772196081,1017.0147127038966,3.0027790065067523,338.6911625864298,1.6322143843856767e-7,1.6322143749948945e-7,1.0000000057534,3.517317585003459e-6,3.5173175647669248e-6,1.0000000057534,1.0041989115765016e-9,1.0041989057989437e-9,1.0000000057534,1.1196019848013531e-5,1.1196019783598351e-5,1.0000000057534,7.978736095056165e-8,7.978736049151306e-8,1.0000000057534,0.01976326205114184,0.01976326193743589,1.0000000057534
-1.293028990673649,-106.29393338893567,964.6010710064052,3.002297340017526,321.2876546733956,1.5490301828647142e-7,1.549030174034236e-7,1.0000000057006495,3.709872966899902e-6,3.7098729457512164e-6,1.0000000057006495,1.1160525958078835e-9,1.116052589445659e-9,1.0000000057006495,1.3553288875372073e-5,1.3553288798109524e-5,1.0000000057006495,8.324975597214917e-8,8.32497554975715e-8,1.0000000057006495,0.019760699457356177,0.01976069934470736,1.0000000057006493
-1.2860579813472979,-106.27726595768597,915.0619092959437,3.0017915332151817,304.838593610074,1.4705491424440428e-7,1.4705491341382395e-7,1.0000000056480964,3.912544442591889e-6,3.912544420493461e-6,1.0000000056480964,1.239839326172891e-9,1.239839319170159e-9,1.0000000056480964,1.6404542111305676e-5,1.640454201865124e-5,1.0000000056480964,8.687173535778115e-8,8.687173486712121e-8,1.0000000056480964,0.019757600877796454,0.01975760076620362,1.0000000056480962
-1.2790869720209468,-106.25711736344053,868.2314873374776,3.0012604943813668,289.2889467485032,1.3965213562166834e-7,1.396521348402111e-7,1.0000000055957414,4.125907109575792e-6,4.1259070864882826e-6,1.0000000055957414,1.3767583586956744e-9,1.3767583509916905e-9,1.0000000055957414,1.9852687010611044e-5,1.985268689952054e-5,1.0000000055957416,9.065751516093711e-8,9.065751465364107e-8,1.0000000055957416,0.01975385512850204,0.019753855017964568,1.0000000055957419
-1.2721159626945957,-106.23276717043397,823.9540233661737,3.0007030892727573,274.5869880668084,1.3267151202838324e-7,1.326715112929074e-7,1.0000000055435854,4.350589534226328e-6,4.350589510108464e-6,1.0000000055435854,1.5281166761288305e-9,1.5281166676575855e-9,1.0000000055435851,2.402188801443989e-5,2.4021887881272505e-5,1.0000000055435854,9.461065774672703e-8,9.461065722224477e-8,1.0000000055435854,0.019749328276031798,0.019749328166549715,1.0000000055435851
-1.2628212835927943,-106.19224087774474,768.6368321370858,2.999916825638611,256.2193810068255,1.2398392873866192e-7,1.2398392805993003e-7,1.0000000054743539,4.66898123042573e-6,4.668981204866074e-6,1.000000005474354,1.7548628668085972e-9,1.7548628572018566e-9,1.000000005474354,3.096561414654342e-5,3.096561397702668e-5,1.000000005474354,1.0014631116197921e-7,1.0014631061374287e-7,1.0000000054743539,0.019741794186279048,0.019741794078205477,1.000000005474354
-1.2512715905475413,-106.12538491748917,705.3771169708996,2.99886715967241,235.2145258237959,1.141126133064142e-7,1.1411261269148164e-7,1.000000005388822,5.097207936996012e-6,5.097207909528066e-6,1.000000005388822,2.0815446960169133e-9,2.081544684799839e-9,1.000000005388822,4.2433941099351536e-5,4.243394087068258e-5,1.000000005388822,1.0744987613778179e-7,1.0744987555875355e-7,1.0000000053888218,0.0197293652481878,0.01972936514186976,1.000000005388822
-1.2416468463431638,-106.05135661864234,656.9183697226963,2.9979269652157674,219.12420727548192,1.0661684413934531e-7,1.0661684357236043e-7,1.0000000053179672,5.484502889727413e-6,5.484502860561007e-6,1.000000005317967,2.397171630573403e-9,2.3971716178253232e-9,1.0000000053179672,5.515189544998257e-5,5.51518951566866e-5,1.0000000053179672,1.138914883857549e-7,1.138914877800837e-7,1.0000000053179672,0.01971560292830933,0.0197156028234624,1.0000000053179672
-1.2336262261728492,-105.97323551988576,619.2606215583853,2.9970952185562973,206.6202694276372,1.0084752907959343e-7,1.0084752854921455e-7,1.0000000052592155,5.83064954514299e-6,5.830649514478347e-6,1.0000000052592157,2.6942632495802153e-9,2.6942632354105043e-9,1.0000000052592155,6.859493793367871e-5,6.859493757292315e-5,1.0000000052592155,1.1949639639438538e-7,1.194963957659281e-7,1.0000000052592155,0.01970107973185943,0.019701079628247208,1.0000000052592155
