Voltage,Current
-1.5,-104.29696080486251
-1.4932890167170314,-104.02728145423836
-1.4865780334340628,-103.72673955333607
-1.4731560668681258,-103.02017400867383
-1.4597341003021886,-102.14904642353589
-1.4447654443146336,-100.94406845055359
-1.4322915643250045,-99.71749748455925
-1.4218966643336468,-98.51716462043711
-1.4132342476741822,-97.37887496169463
-1.4060155671246282,-96.32613458882248
-1.4,-95.371762615378
-1.3939844328753717,-94.3436275635246
-1.3879688657507434,-93.23843262845871
-1.3759377315014871,-90.78476364968887
-1.3639065972522306,-87.98959776565331
-1.3518754630029741,-84.83814935527302
-1.3374203780638525,-80.57264778368986
-1.3253744739479179,-76.62564624108003
-1.3153362205179724,-73.07887079559278
-1.3069710093263511,-69.95903362625914
-1.3,-67.25672109531953
-1.293028990673649,-64.4726257570706
-1.2860579813472979,-61.619090164730956
-1.2790869720209468,-58.70993861248428
-1.2721159626945957,-55.76028653246228
-1.2628212835927943,-51.79246394240797
-1.2512715905475413,-46.862523351113914
-1.2416468463431638,-42.80769151340507
-1.2336262261728492,-39.50030504927444
-1.2269423760309204,-36.81273883703002
-1.2213725009126464,-34.63078006783684
-1.2167309383140847,-32.857831492382864
-1.21286296948195,-31.414644408338262
-1.2096396621218377,-30.23724333168872
-1.2069535726550775,-29.27437998393657
-1.2047151647661107,-28.485110375050073
-1.2028498248586383,-27.836710166366466
-1.2012953749357447,-27.30296770758247
-1.2,-26.86282197373451
-1.1987046250642552,-26.426941000612686
-1.1974092501285103,-25.995366140474594
-1.1948185002570209,-25.14528773248907
-1.189637000514042,-23.49834817770021
-1.1792740010280842,-20.422749931063
-1.1689110015421262,-17.643048310195546
-1.1585480020561683,-15.15750011276074
-1.1447306694082244,-12.28453815158918
-1.1270350199720038,-9.284834472347423
-1.11228864544182,-7.297940958639706
-1.1,-5.945796219177172
-1.0877113545581802,-4.828360286892401
-1.0754227091163604,-3.909861883579717
-1.0631340636745406,-3.1582644922712055
-1.0508454182327207,-2.5455665044025753
-1.038104160388061,-2.031305366724287
-1.0274864455175112,-1.6806338606015043
-1.018638349792053,-1.4338023721722422
-1.0112649366875046,-1.2552923863008212
-1.0051204257670476,-1.1231957698537598
-1.0,-1.0235338660687343
-0.9948795742329525,-0.9325050826813371
-0.989759148465905,-0.8493880212150196
-0.9846387226988574,-0.7735183009331762
-0.9769580840482862,-0.671978498367587
-0.9654371260724294,-0.5436774142997209
-0.9481556891086441,-0.3950275603561951
-0.9291050868239058,-0.2772520525148708
-0.9132295849199572,-0.20614099887400467
-0.9,-0.16089232816487842
-0.8867704150800428,-0.12547993855916284
-0.8735408301600855,-0.09778204431246754
-0.8603112452401283,-0.07612586839556361
-0.8451979635867095,-0.05710539757860897
-0.8326035622088606,-0.044864608903387546
-0.8221082277273197,-0.03663340345520263
-0.8133621156593691,-0.030891509978879392
-0.8060736889360769,-0.026761785227228625
-0.8,-0.02371525147741561
-0.7939263110639232,-0.02098562722523569
-0.7878526221278462,-0.018537931216802434
-0.7817789331917693,-0.016341041991361955
-0.7757052442556923,-0.014367367044525237
-0.7676069923409231,-0.012041395040297508
-0.7568093231212308,-0.009406502256497121
-0.744471785716187,-0.006941526295376994
-0.7341905045453171,-0.005263102817991569
-0.7256227702362589,-0.0040940879865419035
-0.718482991645377,-0.003266394366419003
-0.7125331761529754,-0.0026720946762415054
-0.7075749965759741,-0.0022395515867289556
-0.7034431802618064,-0.0019204103571733473
-0.7,-0.0016817177062874989
-0.6965568197381935,-0.0014665508668258932
-0.693113639476387,-0.0012736380916255883
-0.6862272789527742,-0.0009490897983359476
-0.6793409184291613,-0.0006965552184688834
-0.6690113776437421,-0.00042688778505210615
-0.6586818368583227,-0.0002549127478690379
-0.644909115811097,-0.0001242556142138353
-0.6271428721935202,-4.7427499259757795e-5
-0.6123376691788728,-2.0841532970317977e-5
-0.6,-1.041510138720695e-5
-0.5876623308211272,-5.178213291765404e-6
-0.5753246616422544,-2.5654181071080113e-6
-0.5629869924633816,-1.2677600247285447e-6
-0.5506493232845088,-6.253134238538097e-7
-0.5343449211541751,-2.4519608930884346e-7
-0.520757919378897,-1.1220716502234282e-7
-0.5094354178994986,-5.8440076653059084e-8
-0.5,-3.391309915050484e-8
-0.49056458210050136,-1.967021384205525e-8
-0.4811291642010027,-1.1403710855880288e-8
-0.47169374630150407,-6.608197366150831e-9
-0.4622583284020054,-3.8277086106936555e-9
-0.44967777120267394,-1.8469565515887757e-9
-0.4336861190718579,-7.306740782808966e-10
-0.42035974229617784,-3.370981525612829e-10
-0.4092544283164445,-1.7679256869321036e-10
-0.4,-1.032722827349752e-10
-0.39074557168355556,-6.021762402176211e-11
-0.3814911433671111,-3.5139970449407954e-11
-0.37223671505066663,-2.0527030011363178e-11
-0.36298228673422217,-1.1944259540058693e-11
-0.3506430489789629,-5.837989340723846e-12
-0.3341907319719506,-2.2478430793123745e-12
-0.3155412418054321,-7.500959811276223e-13
-0.3,-3.081596597272622e-13
-0.2844587581945679,-1.2083609928348293e-13
