Voltage,Current
-1.5,52.36470860040306
-1.4932890167170314,52.369270878983336
-1.4865780334340628,52.3735838367587
-1.4731560668681258,52.38151142835148
-1.4597341003021886,52.38858077183035
-1.4447654443146336,52.39554183110895
-1.4322915643250045,52.40065321998336
-1.4218966643336468,52.404457489705344
-1.4132342476741822,52.40731852268327
-1.4060155671246282,52.40948819061632
-1.4,52.41114521523814
-1.3939844328753717,52.41266155242765
-1.3879688657507434,52.41403231799197
-1.3759377315014871,52.416307938339244
-1.3639065972522306,52.41789001969477
-1.3518754630029741,52.41864963312161
-1.3374203780638525,52.41819710750312
-1.3253744739479179,52.416340025998494
-1.3153362205179724,52.4134439437631
-1.3069710093263511,52.40983947402722
-1.3,52.405817691690046
-1.293028990673649,52.40067982367382
-1.2860579813472979,52.39420757186892
-1.2790869720209468,52.386136973205254
-1.2721159626945957,52.37614923783278
-1.2628212835927943,52.35917432384388
-1.2512715905475413,52.330627610607195
-1.2416468463431638,52.298591701212985
-1.2336262261728492,52.264511277930815
-1.2269423760309204,52.22977700970134
-1.2213725009126464,52.19558972051733
-1.2167309383140847,52.162889451822856
-1.21286296948195,52.13233955711457
-1.2096396621218377,52.1043483005873
-1.2069535726550775,52.079110646032156
-1.2047151647661107,52.05665685905462
-1.2028498248586383,52.03689929028999
-1.2012953749357447,52.01967276338827
-1.2,52.004766871327924
-1.1987046250642552,51.98934288244118
-1.1974092501285103,51.973383684697325
-1.1948185002570209,51.939788601318476
-1.189637000514042,51.86536369243318
-1.1792740010280842,51.682857493613184
-1.1689110015421262,51.44497094932667
-1.1585480020561683,51.13650888500112
-1.1447306694082244,50.58302859726961
-1.1270350199720038,49.556040823004665
-1.11228864544182,48.33647569100166
-1.1,47.00027767293337
-1.0877113545581802,45.32005354964688
-1.0754227091163604,43.25351374287802
-1.0631340636745406,40.77392304433014
-1.0508454182327207,37.87921396595047
-1.038104160388061,34.473320114598714
-1.0274864455175112,31.375740574746334
-1.018638349792053,28.666823905962854
-1.0112649366875046,26.3590669484661
-1.0051204257670476,24.425844541792603
-1.0,22.82287432411874
-0.9948795742329525,21.239278869709704
-0.989759148465905,19.6860344353228
-0.9846387226988574,18.173503649199137
-0.9769580840482862,16.001489236194235
-0.9654371260724294,13.012236069614591
-0.9481556891086441,9.24096125560954
-0.9291050868239058,6.116239360602916
-0.9132295849199572,4.253028689285449
-0.9,3.113792776115902
-0.8867704150800428,2.2657982450778817
-0.8735408301600855,1.6400885516008659
-0.8603112452401283,1.1812310906372636
-0.8451979635867095,0.8069754795540468
-0.8326035622088606,0.5844913624962494
-0.8221082277273197,0.4450791018431513
-0.8133621156593691,0.3536569255760732
-0.8060736889360769,0.29133023654850165
-0.8,0.2474183333080359
-0.7939263110639232,0.20972289450002096
-0.7878526221278462,0.1773744376072715
-0.7817789331917693,0.1496232394074735
-0.7757052442556923,0.12582463468670355
-0.7676069923409231,0.09929809801145204
-0.7568093231212308,0.07148786969497355
-0.744471785716187,0.0479635556718178
-0.7341905045453171,0.033550689816916154
-0.7256227702362589,0.024392395106480093
-0.718482991645377,0.01839565171472243
-0.7125331761529754,0.014363112088274245
-0.7075749965759741,0.011583597265978548
-0.7034431802618064,0.00962283476404832
-0.7,0.00820950222039116
-0.6965568197381935,0.006976776160607318
-0.693113639476387,0.005906807595667007
-0.6862272789527742,0.004188246432450073
-0.6793409184291613,0.002929939263088432
-0.6690113776437421,0.0016768475828706614
-0.6586818368583227,0.0009389232442801893
-0.644909115811097,0.00042244728928557255
-0.6271428721935202,0.0001465311935633313
-0.6123376691788728,5.974181177177376e-5
-0.6,2.8115284850951133e-5
-0.5876623308211272,1.3186969633860192e-5
-0.5753246616422544,6.172241056985894e-6
-0.5629869924633816,2.885349885791587e-6
-0.5506493232845088,1.3478660873486878e-6
-0.5343449211541751,4.927183779748086e-7
-0.520757919378897,2.12982237940397e-7
-0.5094354178994986,1.0588273932519415e-7
-0.5,5.914739319067317e-8
-0.49056458210050136,3.30443705709332e-8
-0.4811291642010027,1.8464487805507828e-8
-0.47169374630150407,1.0318405193976092e-8
-0.4622583284020054,5.767799241800691e-9
