ScanRate,Voltage,Value
0.001,-0.0011999999999997568,1.2116357046225885e-14
0.001,-0.0025199999999999667,-1.3289343032062883e-14
0.001,-0.0039719999999997535,1.1329118263806233e-14
0.001,-0.00556919999999983,7.794818901589483e-15
0.001,-0.0073261199999996585,2.346450721390739e-14
0.001,-0.009258732000000158,1.1327391411947775e-14
0.001,-0.011384605199999842,-2.831038995725816e-14
0.001,-0.013723065719999816,-7.608772842330449e-16
0.001,-0.016295372292000065,-1.5136915612025776e-16
0.001,-0.019124909521200162,2.659830995195656e-15
0.001,-0.022237400473320124,-1.4553098922569868e-14
0.001,-0.02566114052065216,-1.2428079689299937e-14
0.001,-0.02942725457271711,-2.2445260602018397e-15
0.001,-0.03356998002998901,3.894434599156724e-15
0.001,-0.03812697803298759,6.004027150521241e-15
0.001,-0.04313967583628664,2.6616114626880394e-14
0.001,-0.04865364341991518,-6.870756009226364e-15
0.001,-0.05471900776190708,1.3243755860750553e-15
0.001,-0.061390908538097366,1.685924368769342e-14
0.001,-0.06872999939190727,1.4893028286237294e-14
0.001,-0.07680299933109791,-2.1776624063830956e-14
0.001,-0.08568329926420759,4.802249708223816e-15
0.001,-0.09545162919062833,1.7587807019447694e-14
0.001,-0.10619679210969157,-3.6813991762573764e-16
0.001,-0.1180164713206604,-1.589828489915158e-14
0.001,-0.1300164713206604,1.0704605904620523e-14
0.001,-0.14201647132066042,-7.282144463665195e-15
0.001,-0.15401647132066043,9.429804228065235e-15
0.001,-0.16601647132066044,-1.965823921969497e-14
0.001,-0.17801647132066045,-9.466420298989506e-15
0.001,-0.19001647132066046,-1.1308947968018348e-14
0.001,-0.20201647132066047,1.836419233356114e-15
0.001,-0.21401647132066048,-5.2153208147148074e-15
0.001,-0.2260164713206605,3.077576211554072e-15
0.001,-0.2380164713206605,1.102508324670415e-14
0.001,-0.2500164713206605,1.3961498144714341e-14
0.001,-0.2620164713206605,-5.2382787643341744e-15
0.001,-0.27401647132066054,-2.970205874592157e-14
0.001,-0.2860164713206603,-3.1336411010370547e-14
0.001,-0.29801647132066034,-3.428722548029498e-14
0.001,-0.31001647132066035,-7.770545882345289e-14
0.001,-0.32201647132066036,-1.8553718885638216e-13
0.001,-0.33401647132066037,-3.7977797506853065e-13
0.001,-0.3460164713206604,-7.968846509948705e-13
0.001,-0.3580164713206604,-1.6435899271367049e-12
0.001,-0.3700164713206604,-3.4896946041878754e-12
0.001,-0.3820164713206604,-7.249347732196144e-12
0.001,-0.3940164713206604,-1.518705552729839e-11
0.001,-0.40601647132066043,-3.176247907065343e-11
0.001,-0.41801647132066044,-6.640940097648681e-11
0.001,-0.43001647132066045,-1.3898586947233098e-10
0.001,-0.44201647132066046,-2.910270959103865e-10
0.001,-0.4540164713206605,-6.094330641879434e-10
0.001,-0.4660164713206605,-1.2767515138014587e-9
0.001,-0.4780164713206605,-2.6755290146018375e-9
0.001,-0.4900164713206605,-5.608436628791016e-9
0.001,-0.5020164713206605,-1.1759212762451792e-8
0.001,-0.5140164713206605,-2.4660269425061598e-8
0.001,-0.5260164713206605,-5.172148532154125e-8
0.001,-0.5380164713206605,-1.0848168838508549e-7
0.001,-0.5500164713206603,-2.275062412873837e-7
0.001,-0.5620164713206603,-4.769698324206837e-7
0.001,-0.5740164713206604,-9.99337765308303e-7
0.001,-0.5860164713206604,-2.0914593669453265e-6
0.001,-0.5980164713206604,-4.3690331604438665e-6
0.001,-0.6100164713206604,-9.099936382604058e-6
0.001,-0.6220164713206604,-1.8866094577830355e-5
0.001,-0.6340164713206604,-3.8836139622538485e-5
0.001,-0.6460164713206604,-7.909196918897142e-5
0.001,-0.6580164713206604,-0.00015855561979084332
0.001,-0.6700164713206604,-0.00031082067370454626
0.001,-0.6820164713206605,-0.0005911415888082976
0.001,-0.6940164713206605,-0.0010819729847504002
0.001,-0.7060164713206605,-0.001893619178451549
0.001,-0.7180164713206605,-0.0031599741481118052
0.001,-0.7300164713206605,-0.005036028321571982
0.001,-0.7420164713206605,-0.00770581860755865
0.001,-0.7540164713206605,-0.011403010879832346
0.001,-0.7660164713206605,-0.01643929344045552
0.001,-0.7780164713206605,-0.023235156882954074
0.001,-0.7900164713206606,-0.032350499875977046
0.001,-0.8020164713206603,-0.044513558986717244
0.001,-0.8140164713206604,-0.06064441766419848
0.001,-0.8260164713206604,-0.08186473212364034
0.001,-0.8380164713206604,-0.10947963551897216
0.001,-0.8500164713206604,-0.144912612903214
0.001,-0.8620164713206604,-0.18957145770249095
0.001,-0.8740164713206604,-0.24462479125478975
0.001,-0.8860164713206604,-0.3106747018689047
0.001,-0.8980164713206604,-0.38732646466775583
0.001,-0.9100164713206604,-0.4726995411639628
0.001,-0.9220164713206604,-0.5630159369936043
0.001,-0.9340164713206605,-0.6525128562372765
0.001,-0.9460164713206605,-0.7339552719881559
0.001,-0.9580164713206605,-0.7998748105297544
0.001,-0.9700164713206605,-0.8443255816030082
0.001,-0.9820164713206605,-0.8645430395675082
0.001,-0.9940164713206605,-0.8617025227066861
0.001,-1.0060164713206605,-0.8403127246649315
0.001,-1.0180164713206605,-0.8065602031168293
0.001,-1.0300164713206605,-0.7665126520714616
0.001,-1.0420164713206606,-0.7249684258245006
0.001,-1.0540164713206603,-0.6851337441438187
0.001,-1.0660164713206604,-0.648835077940398
0.001,-1.0780164713206604,-0.6169035794441867
0.001,-1.0900164713206604,-0.5895259925534211
0.001,-1.1020164713206604,-0.5665052784843155
0.001,-1.1140164713206604,-0.5474391028470654
0.001,-1.1260164713206604,-0.5318366906305367
0.001,-1.1380164713206604,-0.5191915450295304
0.001,-1.1500164713206604,-0.5090234253009205
0.001,-1.1620164713206604,-0.5008997760977975
0.001,-1.1740164713206604,-0.4944441254669003
0.001,-1.1860164713206605,-0.4893367146443585
0.001,-1.1980164713206605,-0.48531085489835846
0.001,-1.1899835286793394,-0.4806225868909139
0.001,-1.1779835286793394,-0.4767756838635137
0.001,-1.1659835286793394,-0.47353401443291876
0.001,-1.1539835286793394,-0.47050136060039627
0.001,-1.1419835286793396,-0.46737928300015325
0.001,-1.1299835286793396,-0.4638819427095022
0.001,-1.1179835286793396,-0.45971357143001523
0.001,-1.1059835286793396,-0.45455633385759475
0.001,-1.0939835286793396,-0.44806822521175005
0.001,-1.0819835286793396,-0.4398945996993943
0.001,-1.0699835286793395,-0.4296967272081781
0.001,-1.0579835286793395,-0.4171974322269664
0.001,-1.0459835286793395,-0.40223699468610097
0.001,-1.0339835286793395,-0.38482407649651584
0.001,-1.0219835286793395,-0.3651617280863153
0.001,-1.0099835286793395,-0.34363316416648737
0.001,-0.9979835286793395,-0.3207463376937094
0.001,-0.9859835286793395,-0.29705290785870714
0.001,-0.9739835286793395,-0.27306577284100325
0.001,-0.9619835286793395,-0.2491953845261239
0.001,-0.9499835286793394,-0.2257132941909454
0.001,-0.9379835286793394,-0.2027435947668507
0.001,-0.9259835286793394,-0.1802923327860179
0.001,-0.9139835286793395,-0.15834240861657464
0.001,-0.9019835286793395,-0.13700228261239125
0.001,-0.8899835286793395,-0.11658904816301119
0.001,-0.8779835286793395,-0.09754623611387261
0.001,-0.8659835286793395,-0.08027980258514263
0.001,-0.8539835286793395,-0.06504792029538194
0.001,-0.8419835286793396,-0.05193663174015176
0.001,-0.8299835286793396,-0.04088721799458239
0.001,-0.8179835286793395,-0.03174134480709664
0.001,-0.8059835286793395,-0.024285471766292685
0.001,-0.7939835286793395,-0.018286761851094468
0.001,-0.7819835286793395,-0.013518496105524939
0.001,-0.7699835286793395,-0.009775650676940572
0.001,-0.7579835286793395,-0.006882085299327501
0.001,-0.7459835286793395,-0.004690721676669329
0.001,-0.7339835286793395,-0.003078182729531408
0.001,-0.7219835286793395,-0.0019364421171134021
0.001,-0.7099835286793394,-0.0011656782371502296
0.001,-0.6979835286793394,-0.0006724044333225465
0.001,-0.6859835286793395,-0.00037329793050511266
0.001,-0.6739835286793395,-0.00020069255350972236
0.001,-0.6619835286793395,-0.00010517545420428824
0.001,-0.6499835286793395,-5.4048059099192975e-5
0.001,-0.6379835286793395,-2.7363533479613023e-5
0.001,-0.6259835286793395,-1.3692657258011847e-5
0.001,-0.6139835286793395,-6.7818443256369e-6
0.001,-0.6019835286793395,-3.320746494095022e-6
0.001,-0.5899835286793395,-1.5975900276249529e-6
0.001,-0.5779835286793394,-7.417201503959511e-7
0.001,-0.5659835286793394,-3.154340737250336e-7
0.001,-0.5539835286793395,-1.0049080994625263e-7
0.001,-0.5419835286793395,1.1309183396310322e-8
0.001,-0.5299835286793395,7.342365983915044e-8
