BoundaryLayerThickness,Voltage,Value
99.99999999999999,-0.0020000000000000018,6.026546876073082e-19
99.99999999999999,-0.0044000000000000705,-1.012385870931329e-18
99.99999999999999,-0.007280000000000064,1.224282828318206e-18
99.99999999999999,-0.010735999999999968,-2.2962555886994966e-19
99.99999999999999,-0.014883199999999874,4.1206951202344772e-19
99.99999999999999,-0.019859840000000184,-3.516994450376277e-19
99.99999999999999,-0.025831808000000178,-3.4312821174128535e-20
99.99999999999999,-0.03299816960000013,-1.6852200124527498e-20
99.99999999999999,-0.041597803519999865,-1.008786493657215e-19
99.99999999999999,-0.05191736422399984,-2.6464477427464046e-19
99.99999999999999,-0.06430083706880008,1.5926480258349874e-19
99.99999999999999,-0.07916100448255992,-2.495490912063176e-20
99.99999999999999,-0.09699320537907208,-2.1350748873773095e-19
99.99999999999999,-0.1169932053790721,-8.038899085753824e-19
99.99999999999999,-0.136993205379072,-2.318484583923211e-18
99.99999999999999,-0.1569932053790719,-7.672458448692765e-18
99.99999999999999,-0.17699320537907182,-2.55527332797756e-17
99.99999999999999,-0.19699320537907217,-8.560403222725836e-17
99.99999999999999,-0.21699320537907196,-2.8774185518231293e-16
99.99999999999999,-0.23699320537907198,-9.68977635605193e-16
99.99999999999999,-0.256993205379072,-3.2731664180182893e-15
99.99999999999999,-0.2769932053790718,-1.1074069101327516e-14
99.99999999999999,-0.29699320537907203,-3.754037606076575e-14
99.99999999999999,-0.31699320537907205,-1.2748387815096033e-13
99.99999999999999,-0.33699320537907207,-4.336449964845238e-13
99.99999999999999,-0.3569932053790723,-1.477351234910742e-12
99.99999999999999,-0.3769932053790721,-5.040312656496881e-12
99.99999999999999,-0.3969932053790721,-1.721906445005472e-11
99.99999999999999,-0.4169932053790717,-5.889741190533672e-11
99.99999999999999,-0.43699320537907194,-2.0168529249264375e-10
99.99999999999999,-0.4569932053790724,-6.913526503931803e-10
99.99999999999999,-0.47699320537907264,-2.3720543756683967e-9
99.99999999999999,-0.4969932053790722,-8.145006608629282e-9
99.99999999999999,-0.5169932053790725,-2.7984610654884053e-8
99.99999999999999,-0.536993205379072,-9.617841101442313e-8
99.99999999999999,-0.5569932053790723,-3.304689498592554e-7
