Index,Voltage,Concentration
2,0.221793467,2.12E-08
2,0.190186271,1.47E-08
2,0.163082703,1.03E-08
2,0.139836823,7.54E-09
2,0.119900254,5.83E-09
2,0.102800093,4.90E-09
2,0.088135012,4.38E-09
2,0.075558789,4.17E-09
2,0.0647776,3.93E-09
2,0.055532379,3.93E-09
2,0.047606659,3.94E-09
2,0.040812118,3.94E-09
2,0.034987311,3.95E-09
2,0.029993834,3.96E-09
2,0.025713039,3.96E-09
2,0.02204321,3.97E-09
2,0.018897148,3.97E-09
2,0.0162001,3.98E-09
2,0.006019827,4.02E-09
2,0.005160662,4.02E-09
2,0.00442412,4.03E-09
2,0.003792698,4.04E-09
2,0.003251257,4.30E-09
2,0.002787197,4.38E-09
2,0.002389401,4.39E-09
2,0.00204838,4.39E-09
2,0.00175603,4.40E-09
2,0.001505405,4.41E-09
2,0.001290505,4.65E-09
2,0.0011063,4.79E-09
2,0.000948387,4.93E-09
2,0.000813003,5.20E-09
2,0.000696937,5.57E-09
2,0.000597441,5.97E-09
2,0.000512133,6.69E-09
2,0.000439001,7.63E-09
2,0.000376301,9.10E-09
2,0.000322539,1.17E-08
2,0.000276443,1.63E-08
2,0.000239536,2.56E-08
2,0.000209838,4.42E-08
2,0.000185854,7.69E-08
2,0.000162817,1.28E-07
2,0.00013956,1.57E-07
2,0.000119635,1.69E-07
3,10.61064575,6.83E-06
3,6.00873322,6.79E-06
3,5.126245386,7.18E-06
3,3.869111878,7.51E-06
3,3.017774046,8.45E-06
3,2.555462176,9.39E-06
3,2.037181516,1.17E-05
3,1.746234352,1.39E-05
3,1.496805145,1.69E-05
3,1.28295941,2.17E-05
3,1.099631448,2.92E-05
3,0.942456396,4.19E-05
3,0.807709627,6.45E-05
3,0.692190729,0.000107437
3,0.599738433,0.000185911
3,0.525391266,0.0003133
3,0.465348287,0.000532813
3,0.41215751,0.000937717
3,0.36104936,0.001676812
3,0.316277273,0.003018274
3,0.277064657,0.005222295
3,0.240057498,0.009096475
3,0.205718835,0.015757187
3,0.176302986,0.024936475
3,0.151099158,0.037295865
3,0.129504405,0.0521254
3,0.111002355,0.066933261
