Index,Voltage,Concentration
4,-0.7417934350352924,4.732118360772593e-10
4,-0.7324387557074696,5.062345895770827e-10
4,-0.7230844743382118,5.462886439805477e-10
4,-0.7137301929689538,5.895118363828523e-10
4,-0.7043765748639702,6.454359013687372e-10
4,-0.6950229567589867,7.0666520511579e-10
4,-0.6856694713068582,7.759475099379118e-10
4,-0.6763161185075844,8.544940167717634e-10
4,-0.6669628983611656,9.437212949001734e-10
4,-0.6576096782147469,1.0422657911786722e-09
4,-0.648256590721183,1.1544397154741053e-09
4,-0.6389032379219094,1.2712996909742678e-09
4,-0.6295500177754906,1.4040503116745482e-09
4,-0.6201969302819267,1.5551613187725065e-09
4,-0.6108437101355079,1.7175531071303755e-09
4,-0.601490622641944,1.9024048731993245e-09
4,-0.5921372698426703,2.094978797929697e-09
4,-0.5827840496962516,2.3137389673480913e-09
4,-0.5734308295498328,2.555342332970322e-09
4,-0.564077609403414,2.822174208421773e-09
4,-0.5547245219098501,3.125910893136338e-09
4,-0.5453711691105765,3.4423361386396094e-09
4,-0.5360178163113027,3.790792027182515e-09
4,-0.5266645961648839,4.186631024176608e-09
4,-0.5173112433656104,4.610429332876144e-09
4,-0.5079580232191916,5.091855828909545e-09
4,-0.5028561944195877,5.366831068514696e-09
5,-1.1397393977257635,0.0009833981683802877
5,-1.1303942694034939,0.0012959998795369944
5,-1.1210499369983538,0.0017379160992751497
5,-1.1117025535775507,0.0021803066617116723
5,-1.102355966073877,0.0027832654991400366
5,-1.0930097765287683,0.0035839820856760794
5,-1.0836618624965455,0.004444494975200122
5,-1.074313683158613,0.005479777386807566
5,-1.0649652385149708,0.006717185149054608
5,-1.0556161306070542,0.00811561600314775
5,-1.046688434288596,0.00899653478234727
5,-1.027312574288636,0.016147463901993172
5,-1.0170399434406963,0.017978258355606614
5,-1.0082177451440937,0.021608782223883318
5,-0.9986666681625529,0.02307596671633579
5,-0.989310927611891,0.024120802292661548
5,-0.9799587686883114,0.027264080155478244
5,-0.9706024975262298,0.02817023752913896
5,-0.9612439712656149,0.027707885051299102
5,-0.9518910164249059,0.03077897827644764
5,-0.9425338166928401,0.03116359363011231
5,-0.9331758210436447,0.031009344575549776
5,-0.9238194172287082,0.0319473029024284
5,-0.9144620848437874,0.032252953199084326
5,-0.9051051504174314,0.03284572956984334
5,-0.8957487466024949,0.03383923413996977
5,-0.8863918121761388,0.034461164735873316
5,-0.8770339491797984,0.03439006944035423
5,-0.867676218836313,0.034418679174174426
5,-0.8583186211456824,0.03454724294415334
5,-0.8489608908021968,0.034575983433513736
5,-0.8396043543344054,0.03551878550101597
5,-0.8302468892966297,0.035754881900350206
5,-0.8208891589531442,0.035784627046858794
5,-0.8115314286096587,0.035814396938903974
5,-0.8021736982661731,0.03584419159707215
5,-0.7928159679226876,0.03587401104196659
5,-0.7834582375792022,0.03590385529420795
5,-0.7741005072357167,0.03593372437443378
5,-0.7647427768922311,0.0359636183032991
5,-0.7553850465487456,0.03599353710147587
5,-0.7460273162052601,0.03602348078965325
5,-0.7366695858617746,0.03605344938853784
5,-0.727311855518289,0.03608344291885319
5,-0.7179541251748036,0.03611346140134033
5,-0.7085963948313181,0.03614350485675732
5,-0.6992386644878326,0.03617357330587972
5,-0.689880934144347,0.03620366676950012
5,-0.6805232038008615,0.0362337852684287
5,-0.671165473457376,0.03626392882349263
5,-0.6618077431138905,0.03629409745553673
5,-0.6524500127704049,0.03632429118542285
5,-0.6430922824269195,0.03635451003403051
5,-0.633734552083434,0.036384754022256265
5,-0.6243768217399485,0.036415023171014395
5,-0.6150190913964629,0.03644531750123626
5,-0.6056613610529774,0.036475637033870925
5,-0.5963036307094919,0.03650598178988461
5,-0.5869459003660064,0.03653635179026124
5,-0.5775881700225209,0.036566747056002005
5,-0.5682304396790354,0.03659716760812555
5,-0.5588727093355499,0.036627613467668234
5,-0.5495149789920644,0.036658084655683605
5,-0.5401572486485788,0.03668858119324305
5,-0.5307995183050933,0.03671910310143518
5,-0.5214417879616078,0.03674965040136642
5,-0.5120840576181223,0.0367802231141605
5,-0.5052784355501329,0.03680247378824366
6,-1.1394284594338688,1.1062884272344735e-06
6,-1.1300686066447048,1.0570627587041745e-06
6,-1.1207076926327018,9.868901255174885e-07
6,-1.1113470439264082,9.267293716403954e-07
6,-1.1019859972615502,8.627061863021788e-07
6,-1.0926245526381273,7.961570723351788e-07
6,-1.0832627100561398,7.283841098748631e-07
6,-1.0739008674741521,6.66380328648061e-07
6,-1.0645380963221804,5.974169609340635e-07
6,-1.0551750598644987,5.324965951017489e-07
6,-1.0458105642254132,4.5974563057963693e-07
6,-1.0364439461406492,3.7895674502121235e-07
6,-1.0270779913201595,3.169216476003785e-07
6,-1.0177170773081563,2.958829473502212e-07
6,-1.0049347808624718,1.8420133854814832e-07
6,-0.9955728056276294,1.6803371949488378e-07
6,-0.9862057895843006,1.373075228913068e-07
6,-0.9768386408881169,1.1187529082271586e-07
6,-0.9674709615805136,9.010353632699022e-08
6,-0.9581030169672005,7.21495126915659e-08
6,-0.9487354703124521,5.827725773098735e-08
6,-0.9393679236577037,4.707223433597664e-08
6,-0.9300003770029552,3.802161137384691e-08
6,-0.9206320344310774,3.018199514474719e-08
6,-0.9112635592063447,2.388951455406948e-08
6,-0.9018942880644826,1.858311119482249e-08
6,-0.8925256801868949,1.466627280325211e-08
6,-0.8831562763921779,1.13755607268968e-08
6,-0.8737871379031706,8.874460495866789e-09
6,-0.8644178667613085,6.903241412273044e-09
6,-0.8550484629665914,5.354342098445621e-09
6,-0.8456790591718744,4.152973595305144e-09
6,-0.8363096553771574,3.221159456417382e-09
6,-0.8269403842352951,2.5056668363594438e-09
6,-0.8175715110519978,1.966113409700397e-09
6,-0.8082025052158455,1.5382812946213366e-09
6,-0.7988340299911126,1.2175733645131459e-09
6,-0.7894662180306544,9.77788108860063e-10
6,-0.7800990693344707,7.966812505117167e-10
6,-0.7707328492082713,6.624159284892121e-10
6,-0.761371006626284,6.060276962991246e-10
6,-0.7537132415687997,5.876641070764006e-10
6,-0.7375265233044538,3.5331091856325196e-10
6,-0.7281687929609683,3.536048444407032e-10
6,-0.718811991187467,3.6114838680177487e-10
6,-0.7094531996211424,3.5316890153074254e-10
6,-0.700095203971947,3.5142083711273924e-10
6,-0.6907385348513008,3.599589932050133e-10
6,-0.6813812024663799,3.6340283863362676e-10
6,-0.672025461915718,3.798570231542435e-10
6,-0.6626690581007815,3.913467873775005e-10
6,-0.6533135828558293,4.114430314089078e-10
6,-0.6439579749580222,4.31320006118417e-10
6,-0.6350272408891869,4.474495864868696e-10
6,-0.55125312934987,6.993553043207125e-10
6,-0.5418979194106277,7.395404007912539e-10
6,-0.5325425768185306,7.797724532228296e-10
6,-0.5231868362678685,8.150790564339264e-10
6,-0.5138312283700616,8.54455846303261e-10
6,-0.5057519399157123,9.008373054686374e-10
7,-1.1390258580192354,0.019659946006835335
7,-1.1296679950228952,0.019619386447053785
7,-1.1203092034565703,0.019185900902324256
7,-1.1109502792373906,0.018707722781508205
7,-1.1015918856296307,0.018454056271872032
7,-1.0922317675347568,0.017531058975487828
7,-1.0828724453570124,0.016946216088554057
7,-1.073512061956429,0.0160056367804742
7,-1.0641515459029904,0.015073535488196036
7,-1.0547907645438421,0.014113710513298692
7,-1.0454286566561448,0.012837688035947542
7,-1.0360640283642044,0.011051711684512733
7,-1.0266999306836833,0.009625082515044067
7,-1.017336230961727,0.008455776896333938
7,-1.007972265934061,0.007385611805401598
7,-0.9986073723364108,0.006321397679906024
7,-0.9892424787387606,0.005410529239879051
7,-0.9798767892239808,0.004551118095853993
7,-0.970511099709201,0.00382821624356892
7,-0.9611450122358567,0.0031922778078816274
7,-0.951779190068222,0.002677447654548561
7,-0.8938782086954951,0.0008423195581592687
7,-0.8845111926521663,0.0006882952562224936
7,-0.8751439113031276,0.0005591863671565035
7,-0.8657764973012342,0.0004529813552993612
7,-0.856408552687921,0.0003627203256996262
7,-0.847043393784561,0.000308661480842172
7,-0.8402349860066185,0.0002906204101304811
7,-0.8274475160995928,0.00016159768799912602
7,-0.8180831531133621,0.00013992456477288046
7,-0.8087145452357745,0.00011043209166219377
7,-0.7993452740939123,8.590261782802938e-05
7,-0.7899758702991952,6.662841055878035e-05
7,-0.7806092522144311,5.492012084912835e-05
7,-0.7714798174342352,3.98181103994971e-05
7,-0.761860893619444,2.6819967290770453e-05
7,-0.752494142881825,2.204307754194461e-05
7,-0.7431224839885746,1.6275655620183366e-05
7,-0.7337502944839046,1.1878799977280973e-05
7,-0.7243770437563952,8.471148107003388e-06
7,-0.7150032624174664,5.971449917665559e-06
